candidateId,eligible,trainRank,volatilityLookbackSessions,reversalZThreshold,minVolatilityPct,maxVolatilityPct,trainTrades,trainReturnPct,trainSharpe,trainSortino,trainMaxDrawdownPct,trainProfitFactor,profitableTrainYears,trainYearCount,holdoutTrades,holdoutReturnPct,holdoutSharpe,holdoutSortino,holdoutMaxDrawdownPct,holdoutProfitFactor,allTrades,allReturnPct,allSharpe,allSortino,allMaxDrawdownPct
lb20-z1.25-vol0-6,false,73.0945,20,1.25,0,6,392,11.29,0.19,0.28,-8.94,1.11,7,18,21,3.5,1.57,3.04,-1.34,1.76,413,15.19,0.23,0.35,-8.94
lb20-z1.25-vol1-6,false,73.0945,20,1.25,1,6,392,11.29,0.19,0.28,-8.94,1.11,7,18,21,3.5,1.57,3.04,-1.34,1.76,413,15.19,0.23,0.35,-8.94
lb20-z1.25-vol1.5-4,false,73.0083,20,1.25,1.5,4,303,9.08,0.18,0.26,-8.2,1.12,10,18,15,1.46,0.75,1.45,-1.34,1.38,318,10.67,0.2,0.29,-8.2
lb20-z1.25-vol0-4,false,72.8535,20,1.25,0,4,322,9.42,0.19,0.26,-8.3,1.12,9,18,15,1.46,0.75,1.45,-1.34,1.38,337,11.02,0.2,0.29,-8.3
lb20-z1.25-vol1-4,false,72.8535,20,1.25,1,4,322,9.42,0.19,0.26,-8.3,1.12,9,18,15,1.46,0.75,1.45,-1.34,1.38,337,11.02,0.2,0.29,-8.3
lb30-z1.25-vol1.5-6,false,72.8477,30,1.25,1.5,6,364,8.95,0.16,0.23,-8.39,1.09,10,18,21,4.93,1.75,4.18,-1.77,2.01,385,14.32,0.22,0.33,-8.39
lb20-z1.5-vol2.5-5,false,72.3463,20,1.5,2.5,5,124,11.18,0.25,0.36,-6.9,1.27,9,17,13,1.07,0.58,1.14,-1.34,1.34,137,12.37,0.25,0.38,-6.9
lb30-z1.25-vol2-6,false,72.2683,30,1.25,2,6,311,9.51,0.17,0.25,-8.39,1.11,10,18,21,4.93,1.75,4.18,-1.77,2.01,332,14.92,0.24,0.35,-8.39
lb30-z1.25-vol1.5-8,false,71.9412,30,1.25,1.5,8,366,9.2,0.16,0.24,-8.39,1.1,9,18,23,7.75,2.52,6.16,-1.77,2.56,389,17.66,0.26,0.4,-8.39
lb30-z1.25-vol1.5-99,false,71.9412,30,1.25,1.5,99,366,9.2,0.16,0.24,-8.39,1.1,9,18,23,7.75,2.52,6.16,-1.77,2.56,389,17.66,0.26,0.4,-8.39
lb20-z1.25-vol1.5-8,false,71.8038,20,1.25,1.5,8,378,10.16,0.17,0.26,-9.39,1.1,8,18,24,9.13,3.09,7.17,-1.34,2.91,402,20.22,0.29,0.45,-9.39
lb20-z1.25-vol1.5-99,false,71.8038,20,1.25,1.5,99,378,10.16,0.17,0.26,-9.39,1.1,8,18,24,9.13,3.09,7.17,-1.34,2.91,402,20.22,0.29,0.45,-9.39
lb20-z1.25-vol0-8,false,71.5633,20,1.25,0,8,397,10.51,0.18,0.26,-9.5,1.1,7,18,24,9.13,3.09,7.17,-1.34,2.91,421,20.6,0.3,0.45,-9.5
lb20-z1.25-vol0-99,false,71.5633,20,1.25,0,99,397,10.51,0.18,0.26,-9.5,1.1,7,18,24,9.13,3.09,7.17,-1.34,2.91,421,20.6,0.3,0.45,-9.5
lb20-z1.25-vol1-8,false,71.5633,20,1.25,1,8,397,10.51,0.18,0.26,-9.5,1.1,7,18,24,9.13,3.09,7.17,-1.34,2.91,421,20.6,0.3,0.45,-9.5
lb20-z1.25-vol1-99,false,71.5633,20,1.25,1,99,397,10.51,0.18,0.26,-9.5,1.1,7,18,24,9.13,3.09,7.17,-1.34,2.91,421,20.6,0.3,0.45,-9.5
lb30-z1.25-vol2-8,false,70.8792,30,1.25,2,8,313,9.77,0.17,0.25,-8.39,1.11,9,18,23,7.75,2.52,6.16,-1.77,2.56,336,18.28,0.28,0.42,-8.39
lb30-z1.25-vol2-99,false,70.8792,30,1.25,2,99,313,9.77,0.17,0.25,-8.39,1.11,9,18,23,7.75,2.52,6.16,-1.77,2.56,336,18.28,0.28,0.42,-8.39
lb60-z1.25-vol3-6,false,70.5582,60,1.25,3,6,163,9,0.21,0.33,-9.45,1.19,10,16,13,9.05,6.2,19.05,-0.7,7.42,176,18.86,0.38,0.6,-9.45
lb60-z1.25-vol3-8,false,70.5582,60,1.25,3,8,163,9,0.21,0.33,-9.45,1.19,10,16,14,8.5,5.24,19.82,-0.7,5.41,177,18.26,0.37,0.59,-9.45
lb60-z1.25-vol3-99,false,70.5582,60,1.25,3,99,163,9,0.21,0.33,-9.45,1.19,10,16,14,8.5,5.24,19.82,-0.7,5.41,177,18.26,0.37,0.59,-9.45
lb30-z1.25-vol0-8,false,70.3246,30,1.25,0,8,376,9.04,0.16,0.23,-8.39,1.09,8,18,23,7.75,2.52,6.16,-1.77,2.56,399,17.5,0.26,0.39,-8.39
lb30-z1.25-vol0-99,false,70.3246,30,1.25,0,99,376,9.04,0.16,0.23,-8.39,1.09,8,18,23,7.75,2.52,6.16,-1.77,2.56,399,17.5,0.26,0.39,-8.39
lb30-z1.25-vol1-8,false,70.3246,30,1.25,1,8,376,9.04,0.16,0.23,-8.39,1.09,8,18,23,7.75,2.52,6.16,-1.77,2.56,399,17.5,0.26,0.39,-8.39
lb30-z1.25-vol1-99,false,70.3246,30,1.25,1,99,376,9.04,0.16,0.23,-8.39,1.09,8,18,23,7.75,2.52,6.16,-1.77,2.56,399,17.5,0.26,0.39,-8.39
lb30-z1.25-vol0-6,false,70.2221,30,1.25,0,6,374,8.79,0.16,0.23,-8.39,1.09,8,18,21,4.93,1.75,4.18,-1.77,2.01,395,14.16,0.22,0.33,-8.39
lb30-z1.25-vol1-6,false,70.2221,30,1.25,1,6,374,8.79,0.16,0.23,-8.39,1.09,8,18,21,4.93,1.75,4.18,-1.77,2.01,395,14.16,0.22,0.33,-8.39
lb60-z1.5-vol2.5-5,false,70.1044,60,1.5,2.5,5,136,8.51,0.2,0.32,-8.31,1.2,11,15,13,6.49,3.86,7.68,-1.34,4.18,149,15.55,0.32,0.52,-8.31
lb40-z1.25-vol0-8,false,70.0129,40,1.25,0,8,375,7.21,0.13,0.18,-7.39,1.08,10,18,18,8.82,4.05,8.57,-1.34,4.15,393,16.67,0.25,0.36,-7.39
lb40-z1.25-vol0-99,false,70.0129,40,1.25,0,99,375,7.21,0.13,0.18,-7.39,1.08,10,18,18,8.82,4.05,8.57,-1.34,4.15,393,16.67,0.25,0.36,-7.39
lb40-z1.25-vol1-8,false,70.0129,40,1.25,1,8,375,7.21,0.13,0.18,-7.39,1.08,10,18,18,8.82,4.05,8.57,-1.34,4.15,393,16.67,0.25,0.36,-7.39
lb40-z1.25-vol1-99,false,70.0129,40,1.25,1,99,375,7.21,0.13,0.18,-7.39,1.08,10,18,18,8.82,4.05,8.57,-1.34,4.15,393,16.67,0.25,0.36,-7.39
lb20-z1.5-vol2.5-4,false,69.5503,20,1.5,2.5,4,97,8.62,0.22,0.3,-6.9,1.28,11,17,8,-0.42,-0.24,-0.45,-1.34,0.85,105,8.15,0.2,0.27,-6.9
lb60-z1.5-vol3-4,false,69.3712,60,1.5,3,4,59,7.09,0.26,0.42,-8.31,1.42,8,11,7,2.02,3.38,6.34,-0.59,4.05,66,9.26,0.31,0.51,-8.31
lb40-z1.25-vol0-5,false,69.2804,40,1.25,0,5,347,7.56,0.14,0.19,-8.95,1.09,10,18,15,3.21,2.25,3.8,-1.34,2.18,362,11.02,0.18,0.26,-8.95
lb40-z1.25-vol1-5,false,69.2804,40,1.25,1,5,347,7.56,0.14,0.19,-8.95,1.09,10,18,15,3.21,2.25,3.8,-1.34,2.18,362,11.02,0.18,0.26,-8.95
lb60-z1.5-vol2-6,false,69.2383,60,1.5,2,6,223,8.58,0.17,0.23,-8.31,1.13,11,18,14,7.29,4.29,8.21,-1.34,4.56,237,16.5,0.28,0.39,-8.31
lb60-z1.5-vol2-8,false,69.2383,60,1.5,2,8,223,8.58,0.17,0.23,-8.31,1.13,11,18,14,7.29,4.29,8.21,-1.34,4.56,237,16.5,0.28,0.39,-8.31
lb60-z1.5-vol2-99,false,69.2383,60,1.5,2,99,223,8.58,0.17,0.23,-8.31,1.13,11,18,14,7.29,4.29,8.21,-1.34,4.56,237,16.5,0.28,0.39,-8.31
lb60-z1.5-vol0-4,false,68.9434,60,1.5,0,4,224,9.43,0.19,0.26,-8.31,1.16,9,16,11,1.77,1.85,2.57,-1.34,1.89,235,11.36,0.22,0.29,-8.31
lb60-z1.5-vol1-4,false,68.9434,60,1.5,1,4,224,9.43,0.19,0.26,-8.31,1.16,9,16,11,1.77,1.85,2.57,-1.34,1.89,235,11.36,0.22,0.29,-8.31
lb60-z1.5-vol1.5-4,false,68.818,60,1.5,1.5,4,222,9.18,0.19,0.26,-8.31,1.16,9,16,11,1.77,1.85,2.57,-1.34,1.89,233,11.1,0.21,0.29,-8.31
lb40-z1.25-vol1.5-8,false,68.7935,40,1.25,1.5,8,372,6.58,0.12,0.17,-7.39,1.07,10,18,18,8.82,4.05,8.57,-1.34,4.15,390,15.98,0.24,0.35,-7.39
lb40-z1.25-vol1.5-99,false,68.7935,40,1.25,1.5,99,372,6.58,0.12,0.17,-7.39,1.07,10,18,18,8.82,4.05,8.57,-1.34,4.15,390,15.98,0.24,0.35,-7.39
lb20-z1.5-vol3-5,false,68.1807,20,1.5,3,5,76,8.79,0.25,0.39,-5.1,1.33,7,16,9,0.1,0.1,0.2,-1.61,1.06,85,8.9,0.24,0.37,-5.1
lb40-z1.25-vol1.5-5,false,68.0554,40,1.25,1.5,5,344,6.92,0.13,0.18,-8.95,1.08,10,18,15,3.21,2.25,3.8,-1.34,2.18,359,10.36,0.17,0.25,-8.95
lb40-z1.25-vol2.5-8,false,67.5015,40,1.25,2.5,8,225,7.97,0.16,0.23,-7.39,1.12,10,16,18,8.82,4.05,8.57,-1.34,4.15,243,17.49,0.29,0.44,-7.39
lb40-z1.25-vol2.5-99,false,67.5015,40,1.25,2.5,99,225,7.97,0.16,0.23,-7.39,1.12,10,16,18,8.82,4.05,8.57,-1.34,4.15,243,17.49,0.29,0.44,-7.39
lb40-z1.25-vol3-5,false,66.8154,40,1.25,3,5,136,8.47,0.2,0.33,-9.41,1.19,9,16,10,4.04,4.94,13.09,-0.59,6.1,146,12.85,0.28,0.45,-9.41
lb60-z1.5-vol0-6,false,66.3133,60,1.5,0,6,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb60-z1.5-vol0-8,false,66.3133,60,1.5,0,8,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb60-z1.5-vol0-99,false,66.3133,60,1.5,0,99,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb60-z1.5-vol1-6,false,66.3133,60,1.5,1,6,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb60-z1.5-vol1-8,false,66.3133,60,1.5,1,8,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb60-z1.5-vol1-99,false,66.3133,60,1.5,1,99,269,7.01,0.14,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,283,14.81,0.25,0.35,-8.31
lb20-z1.5-vol2.5-8,false,66.0699,20,1.5,2.5,8,136,8.12,0.18,0.27,-6.9,1.18,10,17,16,6.56,2.47,5.98,-1.34,2.96,152,15.22,0.29,0.44,-6.9
lb20-z1.5-vol2.5-99,false,66.0699,20,1.5,2.5,99,136,8.12,0.18,0.27,-6.9,1.18,10,17,16,6.56,2.47,5.98,-1.34,2.96,152,15.22,0.29,0.44,-6.9
lb40-z1.25-vol0-6,false,65.8643,40,1.25,0,6,373,5.8,0.11,0.15,-7.39,1.06,9,18,17,8.01,3.72,8.09,-1.34,3.87,390,14.28,0.22,0.32,-7.39
lb40-z1.25-vol1-6,false,65.8643,40,1.25,1,6,373,5.8,0.11,0.15,-7.39,1.06,9,18,17,8.01,3.72,8.09,-1.34,3.87,390,14.28,0.22,0.32,-7.39
lb60-z1.5-vol1.5-6,false,65.6467,60,1.5,1.5,6,267,6.76,0.13,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,281,14.55,0.25,0.35,-8.31
lb60-z1.5-vol1.5-8,false,65.6467,60,1.5,1.5,8,267,6.76,0.13,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,281,14.55,0.25,0.35,-8.31
lb60-z1.5-vol1.5-99,false,65.6467,60,1.5,1.5,99,267,6.76,0.13,0.19,-8.31,1.1,10,18,14,7.29,4.29,8.21,-1.34,4.56,281,14.55,0.25,0.35,-8.31
lb20-z1.5-vol2.5-6,false,65.5718,20,1.5,2.5,6,134,7.93,0.18,0.26,-6.9,1.18,10,17,13,1.07,0.58,1.14,-1.34,1.34,147,9.09,0.19,0.28,-6.9
lb40-z1.25-vol2.5-5,false,65.418,40,1.25,2.5,5,197,8.32,0.17,0.25,-8.95,1.14,9,16,15,3.21,2.25,3.8,-1.34,2.18,212,11.8,0.22,0.32,-8.95
lb40-z1.25-vol2-8,false,65.3982,40,1.25,2,8,321,5.69,0.11,0.15,-7.39,1.07,10,18,18,8.82,4.05,8.57,-1.34,4.15,339,15.02,0.23,0.34,-7.39
lb40-z1.25-vol2-99,false,65.3982,40,1.25,2,99,321,5.69,0.11,0.15,-7.39,1.07,10,18,18,8.82,4.05,8.57,-1.34,4.15,339,15.02,0.23,0.34,-7.39
lb60-z1.5-vol2-5,false,65.3199,60,1.5,2,5,216,7.34,0.15,0.21,-8.31,1.12,10,18,13,6.49,3.86,7.68,-1.34,4.18,229,14.31,0.25,0.35,-8.31
lb20-z1.5-vol3-4,false,65.0125,20,1.5,3,4,49,6.28,0.22,0.31,-4.19,1.38,9,15,4,-1.38,-3.06,-3.04,-1.38,0,53,4.81,0.16,0.24,-4.19
lb40-z1.25-vol3-8,false,64.9844,40,1.25,3,8,164,8.12,0.18,0.3,-7.86,1.15,8,16,13,9.69,6.84,23.47,-0.59,12.94,177,18.59,0.35,0.6,-7.86
lb40-z1.25-vol3-99,false,64.9844,40,1.25,3,99,164,8.12,0.18,0.3,-7.86,1.15,8,16,13,9.69,6.84,23.47,-0.59,12.94,177,18.59,0.35,0.6,-7.86
lb40-z1.25-vol1.5-6,false,64.7856,40,1.25,1.5,6,370,5.18,0.1,0.14,-7.39,1.06,9,18,17,8.01,3.72,8.09,-1.34,3.87,387,13.6,0.21,0.31,-7.39
lb40-z1.25-vol2.5-6,false,63.3293,40,1.25,2.5,6,223,6.55,0.14,0.2,-7.39,1.1,9,16,17,8.01,3.72,8.09,-1.34,3.87,240,15.08,0.26,0.39,-7.39
lb40-z1.25-vol2-5,false,63.0724,40,1.25,2,5,293,6.04,0.12,0.16,-8.95,1.08,9,18,15,3.21,2.25,3.8,-1.34,2.18,308,9.44,0.16,0.23,-8.95
lb60-z1.25-vol3-5,false,62.0891,60,1.25,3,5,146,6.07,0.15,0.24,-9.45,1.14,10,15,12,8.24,5.7,18.3,-0.7,6.87,158,14.81,0.31,0.51,-9.45
lb60-z1.5-vol0-5,false,62.0781,60,1.5,0,5,262,5.78,0.12,0.16,-8.31,1.09,9,18,13,6.49,3.86,7.68,-1.34,4.18,275,12.65,0.22,0.31,-8.31
lb60-z1.5-vol1-5,false,62.0781,60,1.5,1,5,262,5.78,0.12,0.16,-8.31,1.09,9,18,13,6.49,3.86,7.68,-1.34,4.18,275,12.65,0.22,0.31,-8.31
lb40-z1.25-vol2-6,false,61.3854,40,1.25,2,6,319,4.3,0.09,0.12,-7.39,1.06,9,18,17,8.01,3.72,8.09,-1.34,3.87,336,12.66,0.2,0.29,-7.39
lb60-z1.5-vol1.5-5,false,61.2713,60,1.5,1.5,5,260,5.54,0.11,0.16,-8.31,1.08,9,18,13,6.49,3.86,7.68,-1.34,4.18,273,12.4,0.22,0.31,-8.31
lb40-z1.25-vol3-6,false,59.8949,40,1.25,3,6,162,6.7,0.15,0.26,-7.86,1.13,7,16,12,8.87,6.33,22.68,-0.59,11.98,174,16.16,0.31,0.53,-7.86
lb60-z1.5-vol3-6,false,58.8796,60,1.5,3,6,104,4.72,0.14,0.23,-8.31,1.15,10,15,10,7.56,5.99,16.82,-0.59,12.13,114,12.64,0.31,0.53,-8.31
lb60-z1.5-vol3-8,false,58.8796,60,1.5,3,8,104,4.72,0.14,0.23,-8.31,1.15,10,15,10,7.56,5.99,16.82,-0.59,12.13,114,12.64,0.31,0.53,-8.31
lb60-z1.5-vol3-99,false,58.8796,60,1.5,3,99,104,4.72,0.14,0.23,-8.31,1.15,10,15,10,7.56,5.99,16.82,-0.59,12.13,114,12.64,0.31,0.53,-8.31
lb20-z1.5-vol3-8,false,58.7407,20,1.5,3,8,88,5.8,0.16,0.26,-5.49,1.19,8,16,12,5.54,2.63,8.12,-1.27,3.66,100,11.66,0.27,0.46,-5.49
lb20-z1.5-vol3-99,false,58.7407,20,1.5,3,99,88,5.8,0.16,0.26,-5.49,1.19,8,16,12,5.54,2.63,8.12,-1.27,3.66,100,11.66,0.27,0.46,-5.49
lb20-z1.5-vol3-6,false,57.2464,20,1.5,3,6,86,5.61,0.15,0.25,-6.1,1.18,8,16,9,0.1,0.1,0.2,-1.61,1.06,95,5.72,0.15,0.24,-6.1
lb20-z1.5-vol2-5,false,56.8111,20,1.5,2,5,182,5.13,0.12,0.17,-8.64,1.1,8,18,14,2.01,1.04,2.02,-1.34,1.62,196,7.24,0.15,0.22,-8.64
lb20-z1.5-vol0-5,false,55.6244,20,1.5,0,5,238,3.08,0.08,0.11,-9.81,1.06,9,18,14,2.01,1.04,2.02,-1.34,1.62,252,5.15,0.11,0.15,-9.81
lb20-z1.5-vol1-5,false,55.6244,20,1.5,1,5,238,3.08,0.08,0.11,-9.81,1.06,9,18,14,2.01,1.04,2.02,-1.34,1.62,252,5.15,0.11,0.15,-9.81
lb20-z1.5-vol1.5-5,false,55.0614,20,1.5,1.5,5,226,3.27,0.08,0.11,-9.79,1.06,9,18,14,2.01,1.04,2.02,-1.34,1.62,240,5.34,0.11,0.16,-9.79
lb20-z1.5-vol2-8,false,51.8786,20,1.5,2,8,194,2.24,0.06,0.09,-8.64,1.05,9,18,17,7.55,2.81,6.63,-1.34,3.24,211,9.96,0.19,0.28,-8.64
lb20-z1.5-vol2-99,false,51.8786,20,1.5,2,99,194,2.24,0.06,0.09,-8.64,1.05,9,18,17,7.55,2.81,6.63,-1.34,3.24,211,9.96,0.19,0.28,-8.64
lb60-z1.5-vol3-5,false,51.4158,60,1.5,3,5,97,3.52,0.11,0.18,-8.31,1.12,8,13,9,6.76,5.4,16.07,-0.59,11,106,10.53,0.27,0.46,-8.31
lb20-z1.5-vol2-6,false,51.4026,20,1.5,2,6,192,2.06,0.06,0.08,-8.64,1.05,9,18,14,2.01,1.04,2.02,-1.34,1.62,206,4.11,0.09,0.13,-8.64
lb20-z1.5-vol0-8,false,50.6176,20,1.5,0,8,250,0.25,0.02,0.03,-9.81,1.01,10,18,17,7.55,2.81,6.63,-1.34,3.24,267,7.82,0.15,0.22,-9.81
lb20-z1.5-vol0-99,false,50.6176,20,1.5,0,99,250,0.25,0.02,0.03,-9.81,1.01,10,18,17,7.55,2.81,6.63,-1.34,3.24,267,7.82,0.15,0.22,-9.81
lb20-z1.5-vol1-8,false,50.6176,20,1.5,1,8,250,0.25,0.02,0.03,-9.81,1.01,10,18,17,7.55,2.81,6.63,-1.34,3.24,267,7.82,0.15,0.22,-9.81
lb20-z1.5-vol1-99,false,50.6176,20,1.5,1,99,250,0.25,0.02,0.03,-9.81,1.01,10,18,17,7.55,2.81,6.63,-1.34,3.24,267,7.82,0.15,0.22,-9.81
lb20-z1.5-vol1.5-8,false,50.2084,20,1.5,1.5,8,238,0.43,0.02,0.03,-9.79,1.02,10,18,17,7.55,2.81,6.63,-1.34,3.24,255,8.01,0.15,0.22,-9.79
lb20-z1.5-vol1.5-99,false,50.2084,20,1.5,1.5,99,238,0.43,0.02,0.03,-9.79,1.02,10,18,17,7.55,2.81,6.63,-1.34,3.24,255,8.01,0.15,0.22,-9.79
lb20-z1.5-vol0-6,false,50.1545,20,1.5,0,6,248,0.07,0.02,0.02,-9.81,1.01,10,18,14,2.01,1.04,2.02,-1.34,1.62,262,2.08,0.05,0.08,-9.81
lb20-z1.5-vol1-6,false,50.1545,20,1.5,1,6,248,0.07,0.02,0.02,-9.81,1.01,10,18,14,2.01,1.04,2.02,-1.34,1.62,262,2.08,0.05,0.08,-9.81
lb20-z1.5-vol0-4,false,50.1263,20,1.5,0,4,211,0.71,0.03,0.04,-9.03,1.02,10,18,9,0.5,0.31,0.58,-1.34,1.2,220,1.21,0.04,0.05,-9.03
lb20-z1.5-vol1-4,false,50.1263,20,1.5,1,4,211,0.71,0.03,0.04,-9.03,1.02,10,18,9,0.5,0.31,0.58,-1.34,1.2,220,1.21,0.04,0.05,-9.03
lb20-z1.5-vol1.5-6,false,50.0929,20,1.5,1.5,6,236,0.25,0.02,0.03,-9.79,1.02,10,18,14,2.01,1.04,2.02,-1.34,1.62,250,2.27,0.06,0.08,-9.79
lb20-z1.5-vol2-4,false,49.8953,20,1.5,2,4,155,2.7,0.07,0.1,-7.51,1.07,8,18,9,0.5,0.31,0.58,-1.34,1.2,164,3.22,0.08,0.11,-7.51
lb20-z1.5-vol1.5-4,false,48.2321,20,1.5,1.5,4,199,0.89,0.03,0.04,-8.86,1.03,9,18,9,0.5,0.31,0.58,-1.34,1.2,208,1.39,0.04,0.06,-8.86
