leg,issueDate,targetDate,entryTradeDate,exitTradeDate,direction,sourceId,thesisKind,leadDays,weightedAnomalyF,coveragePct,extremeCount,confidence,realizedMovePct
weather-follow,2021-01-07,2021-01-15,2021-01-08,2021-01-08,short,ncep-complex,warm-short,8,7.196,0.7044,5,0.8855,
weather-follow,2021-01-08,2021-01-15,2021-01-11,2021-01-11,short,ncep-complex,warm-short,7,5.955,0.8491,6,0.9087,
weather-follow,2021-01-08,2021-01-15,2021-01-12,2021-01-12,short,ncep-complex,warm-short,7,5.955,0.8491,6,0.9087,
weather-follow,2021-01-08,2021-01-15,2021-01-13,2021-01-13,short,ncep-complex,warm-short,7,5.955,0.8491,6,0.9087,
weather-reversion,2021-01-07,2021-01-15,2021-01-14,2021-01-14,short,ncep-complex,reversion-short,8,7.196,0.7044,5,0.8855,2.268
weather-follow,2021-01-14,2021-01-22,2021-01-15,2021-01-15,short,ncep-complex,warm-short,8,6.451,0.6635,6,0.5514,
weather-follow,2021-01-15,2021-01-22,2021-01-19,2021-01-19,short,ncep-complex,warm-short,7,6.314,0.7217,7,0.8042,
weather-follow,2021-01-15,2021-01-22,2021-01-20,2021-01-20,short,ncep-complex,warm-short,7,6.314,0.7217,7,0.8042,
weather-follow,2021-01-15,2021-01-22,2021-01-21,2021-01-21,short,ncep-complex,warm-short,7,6.314,0.7217,7,0.8042,
weather-follow,2021-01-19,2021-01-26,2021-01-22,2021-01-22,short,ncep-complex,warm-short,7,5.192,0.6179,6,0.7362,
weather-follow,2021-01-23,2021-02-01,2021-01-25,2021-01-25,short,ncep-complex,warm-short,9,9.118,0.734,11,0.9206,
weather-follow,2021-01-23,2021-02-01,2021-01-26,2021-01-26,short,ncep-complex,warm-short,9,9.118,0.734,11,0.9206,
weather-follow,2021-01-23,2021-02-01,2021-01-27,2021-01-27,short,ncep-complex,warm-short,9,9.118,0.734,11,0.9206,
weather-follow,2021-01-26,2021-02-05,2021-01-28,2021-01-28,short,ncep-complex,warm-short,10,4.704,0.6226,6,0.9064,
weather-follow,2021-01-26,2021-02-05,2021-01-29,2021-01-29,short,ncep-complex,warm-short,10,4.704,0.6226,6,0.9064,
weather-reversion,2021-01-26,2021-02-05,2021-02-01,2021-02-01,long,ncep-complex,reversion-long,10,4.704,0.6226,6,0.9064,-2.6887
weather-follow,2021-02-01,2021-02-08,2021-02-02,2021-02-02,long,ncep-complex,cold-long,7,-4.151,0.684,10,0.9259,
weather-follow,2021-02-01,2021-02-08,2021-02-03,2021-02-03,long,ncep-complex,cold-long,7,-4.151,0.684,10,0.9259,
weather-follow,2021-02-01,2021-02-08,2021-02-04,2021-02-04,long,ncep-complex,cold-long,7,-4.151,0.684,10,0.9259,
weather-follow,2021-02-04,2021-02-14,2021-02-05,2021-02-05,long,ncep-complex,cold-long,10,-10.367,0.6353,9,0.9218,
weather-follow,2021-02-07,2021-02-15,2021-02-08,2021-02-08,long,ncep-complex,cold-long,8,-17.017,0.8936,16,0.93,
weather-follow,2021-02-07,2021-02-15,2021-02-09,2021-02-09,long,ncep-complex,cold-long,8,-17.017,0.8936,16,0.93,
weather-follow,2021-02-07,2021-02-15,2021-02-10,2021-02-10,long,ncep-complex,cold-long,8,-17.017,0.8936,16,0.93,
weather-reversion,2021-02-07,2021-02-15,2021-02-11,2021-02-11,short,ncep-complex,reversion-short,8,-17.017,0.8936,16,0.93,3.0389
weather-reversion,2021-02-07,2021-02-15,2021-02-12,2021-02-12,short,ncep-complex,reversion-short,8,-17.017,0.8936,16,0.93,3.0389
weather-reversion,2021-02-09,2021-02-16,2021-02-16,2021-02-16,short,ncep-complex,reversion-short,7,-11.233,0.7036,12,0.9299,3.4918
weather-reversion,2021-02-09,2021-02-16,2021-02-17,2021-02-17,short,ncep-complex,reversion-short,7,-11.233,0.7036,12,0.9299,3.4918
weather-follow,2021-02-16,2021-02-26,2021-02-18,2021-02-18,short,ncep-complex,warm-short,10,7.068,0.6447,9,0.9134,
weather-follow,2021-02-16,2021-02-26,2021-02-19,2021-02-19,short,ncep-complex,warm-short,10,7.068,0.6447,9,0.9134,
weather-follow,2021-02-17,2021-02-27,2021-02-22,2021-02-22,short,ncep-complex,warm-short,10,6.994,0.5881,3,0.7746,
weather-follow,2021-02-18,2021-02-28,2021-02-23,2021-02-23,short,ncep-complex,warm-short,10,6.863,0.559,3,0.6909,
weather-reversion,2021-02-17,2021-02-27,2021-02-24,2021-02-24,long,ncep-complex,reversion-long,10,6.994,0.5881,3,0.7746,-3.2743
weather-follow,2021-02-24,2021-03-06,2021-02-25,2021-02-25,short,ncep-complex,warm-short,10,6.419,0.739,5,0.9118,
weather-follow,2021-02-25,2021-03-05,2021-02-26,2021-02-26,short,ncep-complex,warm-short,8,7.073,0.7854,7,0.9146,
weather-follow,2021-02-26,2021-03-05,2021-03-01,2021-03-01,short,ncep-complex,warm-short,7,11.721,0.8531,12,0.9293,
weather-follow,2021-03-01,2021-03-11,2021-03-02,2021-03-02,short,ncep-complex,warm-short,10,9.832,0.9127,14,0.93,
weather-follow,2021-03-02,2021-03-11,2021-03-03,2021-03-03,short,ncep-complex,warm-short,9,15.453,0.9068,13,0.93,
weather-follow,2021-03-02,2021-03-11,2021-03-04,2021-03-04,short,ncep-complex,warm-short,9,15.453,0.9068,13,0.93,
weather-follow,2021-03-04,2021-03-11,2021-03-05,2021-03-05,short,ncep-complex,warm-short,7,10.872,0.8038,14,0.93,
weather-follow,2021-03-05,2021-03-12,2021-03-08,2021-03-08,short,ncep-complex,warm-short,7,9.954,0.9057,16,0.93,
weather-follow,2021-03-05,2021-03-12,2021-03-09,2021-03-09,short,ncep-complex,warm-short,7,9.954,0.9057,16,0.93,
weather-follow,2021-03-05,2021-03-12,2021-03-10,2021-03-10,short,ncep-complex,warm-short,7,9.954,0.9057,16,0.93,
weather-reversion,2021-03-04,2021-03-11,2021-03-11,2021-03-11,long,ncep-complex,reversion-long,7,10.872,0.8038,14,0.93,-2.8265
weather-follow,2021-03-14,2021-03-24,2021-03-15,2021-03-15,short,ncep-complex,warm-short,10,9.594,0.7437,11,0.9277,
weather-follow,2021-03-14,2021-03-24,2021-03-16,2021-03-16,short,ncep-complex,warm-short,10,9.594,0.7437,11,0.9277,
weather-follow,2021-03-14,2021-03-24,2021-03-17,2021-03-17,short,ncep-complex,warm-short,10,9.594,0.7437,11,0.9277,
weather-follow,2021-03-17,2021-03-26,2021-03-18,2021-03-18,short,ncep-complex,warm-short,9,11.71,0.7817,12,0.9293,
weather-follow,2021-03-17,2021-03-26,2021-03-19,2021-03-19,short,ncep-complex,warm-short,9,11.71,0.7817,12,0.9293,
weather-follow,2021-03-17,2021-03-26,2021-03-22,2021-03-22,short,ncep-complex,warm-short,9,11.71,0.7817,12,0.9293,
weather-follow,2021-03-18,2021-03-27,2021-03-23,2021-03-23,short,ncep-complex,warm-short,9,11.321,0.842,6,0.928,
weather-reversion,2021-03-17,2021-03-26,2021-03-24,2021-03-24,short,ncep-complex,reversion-short,9,11.71,0.7817,12,0.9293,2.0148
weather-follow,2021-11-02,2021-11-11,2021-11-03,2021-11-03,short,ncep-complex,warm-short,9,10.686,0.7657,7,0.9097,
weather-follow,2021-11-03,2021-11-11,2021-11-04,2021-11-04,short,ncep-complex,warm-short,8,10.476,0.772,9,0.9271,
weather-follow,2021-11-03,2021-11-11,2021-11-05,2021-11-05,short,ncep-complex,warm-short,8,10.476,0.772,9,0.9271,
weather-follow,2021-11-03,2021-11-11,2021-11-08,2021-11-08,short,ncep-complex,warm-short,8,10.476,0.772,9,0.9271,
weather-follow,2021-11-05,2021-11-12,2021-11-09,2021-11-09,short,ncep-complex,warm-short,7,5.321,1,8,0.9252,
weather-follow,2021-11-05,2021-11-12,2021-11-10,2021-11-10,short,ncep-complex,warm-short,7,5.321,1,8,0.9252,
weather-reversion,2021-11-05,2021-11-12,2021-11-11,2021-11-11,long,ncep-complex,reversion-long,7,5.321,1,8,0.9252,-12.6866
weather-reversion,2021-11-05,2021-11-12,2021-11-12,2021-11-12,long,ncep-complex,reversion-long,7,5.321,1,8,0.9252,-12.6866
weather-follow,2021-11-26,2021-12-03,2021-11-29,2021-11-29,short,ncep-complex,warm-short,7,7.67,0.6321,10,0.8993,
weather-follow,2021-11-26,2021-12-03,2021-11-30,2021-11-30,short,ncep-complex,warm-short,7,7.67,0.6321,10,0.8993,
weather-follow,2021-11-26,2021-12-03,2021-12-01,2021-12-01,short,ncep-complex,warm-short,7,7.67,0.6321,10,0.8993,
weather-follow,2021-11-30,2021-12-09,2021-12-02,2021-12-02,short,ncep-complex,warm-short,9,7.189,0.6274,10,0.8683,
weather-follow,2021-12-02,2021-12-11,2021-12-03,2021-12-03,short,ncep-complex,warm-short,9,13.333,0.8003,15,0.93,
weather-follow,2021-12-02,2021-12-11,2021-12-06,2021-12-06,short,ncep-complex,warm-short,9,13.333,0.8003,15,0.93,
weather-follow,2021-12-02,2021-12-11,2021-12-07,2021-12-07,short,ncep-complex,warm-short,9,13.333,0.8003,15,0.93,
weather-follow,2021-12-07,2021-12-16,2021-12-08,2021-12-08,short,ncep-complex,warm-short,9,12.685,0.9151,14,0.93,
weather-follow,2021-12-08,2021-12-17,2021-12-09,2021-12-09,short,ncep-complex,warm-short,9,17.752,0.967,17,0.93,
weather-follow,2021-12-08,2021-12-17,2021-12-10,2021-12-10,short,ncep-complex,warm-short,9,17.752,0.967,17,0.93,
weather-follow,2021-12-08,2021-12-17,2021-12-13,2021-12-13,short,ncep-complex,warm-short,9,17.752,0.967,17,0.93,
weather-follow,2021-12-09,2021-12-17,2021-12-14,2021-12-14,short,ncep-complex,warm-short,8,14.548,0.8989,16,0.93,
weather-follow,2021-12-10,2021-12-17,2021-12-15,2021-12-15,short,ncep-complex,warm-short,7,10.64,0.7302,15,0.9299,
weather-reversion,2021-12-10,2021-12-17,2021-12-16,2021-12-16,long,ncep-complex,reversion-long,7,10.64,0.7302,15,0.9299,-2.0456
weather-reversion,2021-12-10,2021-12-17,2021-12-17,2021-12-17,long,ncep-complex,reversion-long,7,10.64,0.7302,15,0.9299,-2.0456
weather-follow,2021-12-19,2021-12-26,2021-12-20,2021-12-20,short,ncep-complex,warm-short,7,9.993,0.7264,16,0.93,
weather-follow,2021-12-19,2021-12-26,2021-12-21,2021-12-21,short,ncep-complex,warm-short,7,9.993,0.7264,16,0.93,
weather-follow,2021-12-19,2021-12-26,2021-12-22,2021-12-22,short,ncep-complex,warm-short,7,9.993,0.7264,16,0.93,
weather-reversion,2021-12-19,2021-12-26,2021-12-23,2021-12-23,short,ncep-complex,reversion-short,7,9.993,0.7264,16,0.93,5.6478
weather-reversion,2021-12-19,2021-12-26,2021-12-27,2021-12-27,short,ncep-complex,reversion-short,7,9.993,0.7264,16,0.93,5.6478
weather-follow,2021-12-23,2021-12-31,2021-12-28,2021-12-28,short,ncep-complex,warm-short,8,10.593,0.6651,11,0.923,
