date,weightedAnomalyF,coveragePct,extremeCount,sampledWeight,locationCount,heatingSeason,qualifies,source
2022-11-10,10.57,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-11,8.34,0.038,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-12,2.49,0.264,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-13,-5.07,0.377,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-14,-7.32,0.415,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-15,-6.11,0.274,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-16,-5.59,0.217,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-17,-8.6,0.462,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-18,-10.36,0.717,3,1.06,18,true,true,NASA POWER actual anomaly basket
2022-11-19,-11.93,0.689,7,1.06,18,true,true,NASA POWER actual anomaly basket
2022-11-20,-12.23,0.887,7,1.06,18,true,true,NASA POWER actual anomaly basket
2022-11-21,-8.25,0.509,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-22,-2.49,0.047,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-23,1.4,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-24,3.56,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-25,4.45,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-26,2.35,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-27,5.99,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-28,3.66,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-29,4.07,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-30,-1.39,0.33,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-01,-5.72,0.142,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-02,2.25,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-03,2.85,0.104,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-04,-2.78,0.094,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-05,2.37,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-06,10.25,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-07,13.34,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-08,11.13,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-09,7.14,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-10,5.19,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-11,4.74,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-12,3.16,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-13,2.34,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-14,1.89,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-15,2.72,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-16,0.15,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-17,-2.94,0.038,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-18,-5.56,0.264,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-19,-4.47,0.066,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-20,-3.69,0.104,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-21,-4.64,0.113,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-22,-4.78,0.245,5,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-23,-18.47,0.783,12,1.06,18,true,true,NASA POWER actual anomaly basket
2022-12-24,-20.06,1,17,1.06,18,true,true,NASA POWER actual anomaly basket
2022-12-25,-14.26,1,9,1.06,18,true,true,NASA POWER actual anomaly basket
2022-12-26,-9.92,0.896,1,1.06,18,true,true,NASA POWER actual anomaly basket
2022-12-27,-6.38,0.311,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-28,1.69,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-29,8.29,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-30,8.23,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-12-31,9.83,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-01,12.09,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-02,14.12,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-03,16.27,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-04,13.73,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-05,8.77,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-06,5.43,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-07,5.83,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-08,3.65,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-09,5.16,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-10,6.61,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-11,8.44,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-12,8.06,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-13,3.87,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-14,0.01,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-15,4.88,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-16,9.48,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-17,12.27,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-18,13.98,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-19,13.05,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-20,6.97,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-21,4.61,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-22,3.66,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-23,2.59,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-24,3.38,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-25,6.63,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-26,2.17,0.151,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-27,1.07,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-28,4.09,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-29,4.76,0.104,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-30,1.5,0.236,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-01-31,-3.07,0.425,2,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-01,-4.39,0.349,3,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-02,-2.53,0.198,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-03,-10.82,0.726,5,1.06,18,true,true,NASA POWER actual anomaly basket
2023-02-04,-6.63,0.406,2,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-05,5.79,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-06,7.32,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-07,7.37,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-08,10.03,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-09,11.83,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-10,7.53,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-11,3.92,0.047,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-12,6.25,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-13,9.57,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-14,11.61,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-15,14.93,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-16,10.84,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-17,2.62,0.094,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-18,-0.84,0.094,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-19,5.31,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-20,7.64,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-21,6.27,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-22,9.36,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-23,8.32,0.104,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-24,0.36,0.104,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-25,-0.35,0.057,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-26,6.44,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-27,10.12,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-02-28,8.11,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-01,8.82,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-02,8.27,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-03,8.1,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-04,6.64,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-05,5.91,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-06,8.4,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-07,4.48,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-08,0.25,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-09,1.91,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-10,1.16,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-11,0.43,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-12,-1.37,0.085,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-13,-4.84,0.283,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-14,-8.24,0.491,2,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-15,-3.89,0.236,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-16,2.16,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-17,-1.51,0.283,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-18,-8.71,0.632,9,1.06,18,true,true,NASA POWER actual anomaly basket
2023-03-19,-11.59,0.651,7,1.06,18,true,true,NASA POWER actual anomaly basket
2023-03-20,-6.27,0.33,2,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-21,-0.74,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-22,5.48,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-23,7.99,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-24,4.44,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-25,3.68,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-26,4.32,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-27,1.68,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-28,-2.21,0.16,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-29,-4.28,0.066,1,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-30,-2.71,0.123,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-03-31,5.56,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2023-04-01,3.86,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-02,-1.27,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-03,3.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-04,10.98,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-05,10.36,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-06,3.36,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-07,-2.17,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-08,-4.43,0.151,1,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-09,-0.66,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-10,1.31,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-11,5.07,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-12,9.42,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-13,10.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-14,11.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-15,8.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-16,2.08,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-17,-2.75,0.198,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-18,-2.06,0.217,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-19,0.99,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-20,4.03,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-21,1.4,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-22,-2.59,0.151,1,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-23,-5.46,0.377,1,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-24,-6.64,0.396,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-25,-5.65,0.302,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-26,-3.45,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-27,-0.31,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-28,-0.39,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-29,-0.74,0.094,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-04-30,-4.03,0.245,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-01,-6.82,0.387,1,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-02,-7.36,0.557,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-03,-6.17,0.472,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-04,-2.96,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-05,-0.33,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-06,3.2,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-07,4.69,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-08,4.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-09,1.73,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-10,1.76,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-11,4.44,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-12,7.88,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-13,7.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-14,3.91,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-15,2.14,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-16,2.45,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-17,-1.84,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-18,-2.02,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-19,0,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-20,-0.54,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-21,0.72,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-22,0.73,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-23,0.16,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-24,-1.07,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-25,-4.37,0.189,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-26,-4.24,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-27,-3.43,0.151,2,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-28,-2.41,0.16,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-29,-0.62,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-30,-0.4,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-05-31,1.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-01,4.16,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-02,5.97,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-03,3.46,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-04,-0.31,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-05,0.53,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-06,0.87,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-07,-1.39,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-08,-3.46,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-09,-3.17,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-10,-0.79,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-11,-2.48,0.113,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-12,-3.59,0.198,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-13,-3.55,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-14,-1.8,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-15,-0.87,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-16,-1.84,0.132,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-17,-1.42,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-18,-0.92,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-19,0.19,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-20,-0.17,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-21,-2,0.123,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-22,-2.47,0.123,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-23,-0.47,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-24,1.84,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-25,3.02,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-26,0.99,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-27,-0.3,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-28,0.58,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-29,2.24,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-06-30,3.62,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-01,2.68,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-02,2.53,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-03,3.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-04,3.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-05,3.04,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-06,1.26,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-07,0.54,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-08,-0.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-09,-1.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-10,0.22,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-11,0.94,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-12,2.27,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-13,2.76,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-14,3.33,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-15,2.17,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-16,0.51,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-17,0.2,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-18,-0.16,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-19,0.67,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-20,0.91,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-21,-0.69,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-22,-1.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-23,0.51,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-24,2.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-25,3.44,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-26,4.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-27,5.83,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-28,5.96,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-29,3.78,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-30,0.72,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-07-31,0.61,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-01,-0.42,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-02,-0.52,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-03,0.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-04,0.91,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-05,2.48,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-06,2.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-07,0.92,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-08,0.66,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-09,0.25,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-10,0.02,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-11,2.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-12,3.04,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-13,3.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-14,2.22,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-15,-0.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-16,-1.02,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-17,-1.05,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-18,-1.07,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-19,-0.25,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-20,3.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-21,4.93,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-22,4.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-23,4.6,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-24,5.47,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-25,5.73,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-26,4.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-27,0.59,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-28,-0.72,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-29,0.68,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-30,-1.23,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-08-31,-3.31,0.094,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-01,-1.88,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-02,1.14,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-03,5.24,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-04,7.47,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-05,9.07,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-06,7.5,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-07,4.74,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-08,3.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-09,2.14,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-10,2.39,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-11,3.19,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-12,2.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-13,0.19,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-14,-0.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-15,-1.52,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-16,-1.19,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-17,-0.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-18,-0.94,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-19,0.4,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-20,2.51,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-21,2.96,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-22,2.8,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-23,1.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-24,3.53,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-25,3.56,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-26,2.46,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-27,1.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-28,2.31,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-29,5.69,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-09-30,7.33,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-01,7.82,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-02,8.32,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-03,8.46,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-04,8.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-05,5.67,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-06,2.99,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-07,-3.13,0.132,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-08,-6.01,0.302,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-09,-5.11,0.217,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-10,-2.15,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-11,0.5,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-12,2,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-13,1.68,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-14,-1.18,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2023-10-15,-3.68,0.094,0,1.06,18,false,false,NASA POWER actual anomaly basket
