issueDate,targetDate,leadDays,windowId,modelId,locationId,region,weight,forecastMeanF,normalMeanF,forecastAnomalyF,sampledValidHoursUtc,nearestGridLatitude,nearestGridLongitude,source
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,charlotte,Southeast,0.05,63.889,50.928,12.962,0,35.25,-80.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,raleigh,Southeast,0.04,68.052,49.086,18.966,0,35.75,-78.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,washington-dc,Mid-Atlantic,0.07,61.752,41.098,20.653,0,39,-77,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,philadelphia,Mid-Atlantic,0.06,57.758,38.742,19.016,0,40,-75.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,new-york,Northeast,0.11,52.696,38.574,14.121,0,40.75,-74,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,boston,Northeast,0.06,39.477,33.102,6.375,0,42.25,-71,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,dallas,Texas/Oklahoma fringe,0.05,61.977,56.911,5.066,0,32.75,-96.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,houston,Texas/Oklahoma fringe,0.05,72.327,62.295,10.032,0,29.75,-95.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-23,9,rumor,ecmwf-aifs-00z-aws-open,minneapolis,Upper Midwest,0.07,30.969,35.58,-4.611,0,45,-93.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-216h-oper-fc.grib2"
2024-03-14,2024-03-23,9,rumor,ecmwf-aifs-00z-aws-open,chicago,Great Lakes,0.09,32.207,37.695,-5.489,0,42,-87.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-216h-oper-fc.grib2"
