selectedForLane,lane,sourceSet,sourceIds,baseFilter,modelGrid,lambda,acceptThreshold,sourceSpreadOk,fitForValidationCount,validationCandidateCount,validationTradeCount,validationTotalReturnPct,validationSharpe,validationMaxDrawdownPct,validationRank,fitForTestCount,testCandidateCount,testTradeCount,testTotalReturnPct,testSharpe,testMaxDrawdownPct,testWinRatePct,testProfitFactor,finalRank,firstEntry,lastExit,recordId
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,107,6,3.75,0.45,-17.38,50,1.37,1.849,2025-12-08,2026-03-31,combined__all-confirmed-sources__fixed-theory-gate__lambda008-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda008-threshold060,0.008,0.6,true,82,42,5,25.49,3.48,-2.92,31.376,124,107,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__all-confirmed-sources__fixed-theory-gate__lambda008-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda016-threshold055,0.016,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,107,6,3.75,0.45,-17.38,50,1.37,1.849,2025-12-08,2026-03-31,combined__all-confirmed-sources__fixed-theory-gate__lambda016-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda016-threshold060,0.016,0.6,true,82,42,5,25.49,3.48,-2.92,31.376,124,107,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__all-confirmed-sources__fixed-theory-gate__lambda016-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda004-threshold055,0.004,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,107,6,3.75,0.45,-17.38,50,1.37,1.849,2025-12-08,2026-03-31,combined__all-confirmed-sources__fixed-theory-gate__lambda004-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,broader-coverage,lambda008-threshold055,0.008,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,86,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__all-confirmed-sources__broader-coverage__lambda008-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,broader-coverage,lambda008-threshold060,0.008,0.6,true,69,28,4,15.99,2.64,-2.92,20.366,97,86,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__broader-coverage__lambda008-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,broader-coverage,lambda016-threshold055,0.016,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,86,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__all-confirmed-sources__broader-coverage__lambda016-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,broader-coverage,lambda016-threshold060,0.016,0.6,true,69,28,4,15.99,2.64,-2.92,20.366,97,86,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__broader-coverage__lambda016-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,broader-coverage,lambda004-threshold055,0.004,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,86,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__all-confirmed-sources__broader-coverage__lambda004-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,extreme-count-7,lambda008-threshold055,0.008,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,83,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__extreme-count-7__lambda008-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,extreme-count-7,lambda008-threshold060,0.008,0.6,true,63,27,3,13.27,2.11,-2.75,16.635,90,83,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__extreme-count-7__lambda008-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,extreme-count-7,lambda016-threshold055,0.016,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,83,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__extreme-count-7__lambda016-threshold055
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,extreme-count-7,lambda016-threshold060,0.016,0.6,true,63,27,3,13.27,2.11,-2.75,16.635,90,83,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__extreme-count-7__lambda016-threshold060
false,combined,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,extreme-count-7,lambda004-threshold055,0.004,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,83,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__all-confirmed-sources__extreme-count-7__lambda004-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,95,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__precutoff-trained-sources__fixed-theory-gate__lambda008-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,fixed-theory-gate,lambda008-threshold060,0.008,0.6,true,82,42,5,25.49,3.48,-2.92,31.376,124,95,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__precutoff-trained-sources__fixed-theory-gate__lambda008-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,fixed-theory-gate,lambda016-threshold055,0.016,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,95,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__precutoff-trained-sources__fixed-theory-gate__lambda016-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,fixed-theory-gate,lambda016-threshold060,0.016,0.6,true,82,42,5,25.49,3.48,-2.92,31.376,124,95,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__precutoff-trained-sources__fixed-theory-gate__lambda016-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,fixed-theory-gate,lambda004-threshold055,0.004,0.55,true,82,42,5,25.49,3.48,-2.92,31.376,124,95,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__precutoff-trained-sources__fixed-theory-gate__lambda004-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,broader-coverage,lambda008-threshold055,0.008,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__precutoff-trained-sources__broader-coverage__lambda008-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,broader-coverage,lambda008-threshold060,0.008,0.6,true,69,28,4,15.99,2.64,-2.92,20.366,97,77,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__broader-coverage__lambda008-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,broader-coverage,lambda016-threshold055,0.016,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__precutoff-trained-sources__broader-coverage__lambda016-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,broader-coverage,lambda016-threshold060,0.016,0.6,true,69,28,4,15.99,2.64,-2.92,20.366,97,77,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__broader-coverage__lambda016-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,broader-coverage,lambda004-threshold055,0.004,0.55,true,69,28,5,17.95,2.67,-2.92,22.621,97,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__precutoff-trained-sources__broader-coverage__lambda004-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,extreme-count-7,lambda008-threshold055,0.008,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__extreme-count-7__lambda008-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,extreme-count-7,lambda008-threshold060,0.008,0.6,true,63,27,3,13.27,2.11,-2.75,16.635,90,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__extreme-count-7__lambda008-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,extreme-count-7,lambda016-threshold055,0.016,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__extreme-count-7__lambda016-threshold055
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,extreme-count-7,lambda016-threshold060,0.016,0.6,true,63,27,3,13.27,2.11,-2.75,16.635,90,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__extreme-count-7__lambda016-threshold060
false,combined,precutoff-trained-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|gem-global,extreme-count-7,lambda004-threshold055,0.004,0.55,true,63,27,4,9.97,1.58,-5.59,12.222,90,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__precutoff-trained-sources__extreme-count-7__lambda004-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,74,42,5,25.49,3.48,-2.92,31.376,116,95,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__fixed-theory-gate__lambda008-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,fixed-theory-gate,lambda008-threshold060,0.008,0.6,true,74,42,5,25.49,3.48,-2.92,31.376,116,95,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__fixed-theory-gate__lambda008-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,fixed-theory-gate,lambda016-threshold055,0.016,0.55,true,74,42,5,25.49,3.48,-2.92,31.376,116,95,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__fixed-theory-gate__lambda016-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,fixed-theory-gate,lambda016-threshold060,0.016,0.6,true,74,42,5,25.49,3.48,-2.92,31.376,116,95,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__fixed-theory-gate__lambda016-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,fixed-theory-gate,lambda004-threshold055,0.004,0.55,true,74,42,5,25.49,3.48,-2.92,31.376,116,95,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__fixed-theory-gate__lambda004-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,broader-coverage,lambda008-threshold055,0.008,0.55,true,61,28,5,17.95,2.67,-2.92,22.621,89,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__broader-coverage__lambda008-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,broader-coverage,lambda008-threshold060,0.008,0.6,true,61,28,5,17.95,2.67,-2.92,22.621,89,77,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__broader-coverage__lambda008-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,broader-coverage,lambda016-threshold055,0.016,0.55,true,61,28,5,17.95,2.67,-2.92,22.621,89,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__broader-coverage__lambda016-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,broader-coverage,lambda016-threshold060,0.016,0.6,true,61,28,3,19.48,4.25,0,26.605,89,77,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__broader-coverage__lambda016-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,broader-coverage,lambda004-threshold055,0.004,0.55,true,61,28,5,17.95,2.67,-2.92,22.621,89,77,6,6.67,0.6,-17.38,50,1.45,4.994,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__broader-coverage__lambda004-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,extreme-count-7,lambda008-threshold055,0.008,0.55,true,55,27,4,14.99,2.43,-2.92,19.051,82,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__extreme-count-7__lambda008-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,extreme-count-7,lambda008-threshold060,0.008,0.6,true,55,27,3,13.08,2.38,-2.92,16.816,82,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__extreme-count-7__lambda008-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,extreme-count-7,lambda016-threshold055,0.016,0.55,true,55,27,4,9.97,1.58,-5.59,12.222,82,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__extreme-count-7__lambda016-threshold055
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,extreme-count-7,lambda016-threshold060,0.016,0.6,true,55,27,2,16.48,4.15,0,-9976.795,82,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__extreme-count-7__lambda016-threshold060
false,combined,core-cross-provider-no-ai,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|gem-global,extreme-count-7,lambda004-threshold055,0.004,0.55,true,55,27,4,14.99,2.43,-2.92,19.051,82,73,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__core-cross-provider-no-ai__extreme-count-7__lambda004-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,58,34,5,25.49,3.48,-2.92,31.376,92,77,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__long-history-cross-provider__fixed-theory-gate__lambda008-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,fixed-theory-gate,lambda008-threshold060,0.008,0.6,true,58,34,5,25.49,3.48,-2.92,31.376,92,77,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__long-history-cross-provider__fixed-theory-gate__lambda008-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,fixed-theory-gate,lambda016-threshold055,0.016,0.55,true,58,34,5,25.49,3.48,-2.92,31.376,92,77,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__long-history-cross-provider__fixed-theory-gate__lambda016-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,fixed-theory-gate,lambda016-threshold060,0.016,0.6,true,58,34,5,25.49,3.48,-2.92,31.376,92,77,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__long-history-cross-provider__fixed-theory-gate__lambda016-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,fixed-theory-gate,lambda004-threshold055,0.004,0.55,true,58,34,5,25.49,3.48,-2.92,31.376,92,77,5,-1.04,0.15,-17.38,40,1.12,-10003.541,2025-12-08,2026-03-31,combined__long-history-cross-provider__fixed-theory-gate__lambda004-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,broader-coverage,lambda008-threshold055,0.008,0.55,true,49,20,4,21.5,3.56,0,27.84,69,63,5,-2.44,0.08,-17.38,40,1.06,-10005.046,2025-12-08,2026-03-31,combined__long-history-cross-provider__broader-coverage__lambda008-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,broader-coverage,lambda008-threshold060,0.008,0.6,true,49,20,4,21.5,3.56,0,27.84,69,63,5,-2.44,0.08,-17.38,40,1.06,-10005.046,2025-12-08,2026-03-31,combined__long-history-cross-provider__broader-coverage__lambda008-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,broader-coverage,lambda016-threshold055,0.016,0.55,true,49,20,4,21.5,3.56,0,27.84,69,63,5,-2.44,0.08,-17.38,40,1.06,-10005.046,2025-12-08,2026-03-31,combined__long-history-cross-provider__broader-coverage__lambda016-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,broader-coverage,lambda016-threshold060,0.016,0.6,true,49,20,4,21.5,3.56,0,27.84,69,63,5,-2.44,0.08,-17.38,40,1.06,-10005.046,2025-12-08,2026-03-31,combined__long-history-cross-provider__broader-coverage__lambda016-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,broader-coverage,lambda004-threshold055,0.004,0.55,true,49,20,4,21.5,3.56,0,27.84,69,63,5,-2.44,0.08,-17.38,40,1.06,-10005.046,2025-12-08,2026-03-31,combined__long-history-cross-provider__broader-coverage__lambda004-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,extreme-count-7,lambda008-threshold055,0.008,0.55,true,47,19,2,16.48,4.15,0,-9976.795,66,56,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__long-history-cross-provider__extreme-count-7__lambda008-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,extreme-count-7,lambda008-threshold060,0.008,0.6,true,47,19,2,16.48,4.15,0,-9976.795,66,56,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__long-history-cross-provider__extreme-count-7__lambda008-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,extreme-count-7,lambda016-threshold055,0.016,0.55,true,47,19,2,16.48,4.15,0,-9976.795,66,56,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__long-history-cross-provider__extreme-count-7__lambda016-threshold055
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,extreme-count-7,lambda016-threshold060,0.016,0.6,true,47,19,2,16.48,4.15,0,-9976.795,66,56,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__long-history-cross-provider__extreme-count-7__lambda016-threshold060
false,combined,long-history-cross-provider,gfs|gefs-mean|ecmwf-ifs|gem-global,extreme-count-7,lambda004-threshold055,0.004,0.55,true,47,19,2,16.48,4.15,0,-9976.795,66,56,5,-6.19,-0.15,-17.38,40,0.89,-10009.141,2025-12-08,2026-03-31,combined__long-history-cross-provider__extreme-count-7__lambda004-threshold055
true,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,40,19,4,29.26,4.85,0,37.535,59,46,4,19.78,2.25,-2.38,50,9.35,-9976.721,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__fixed-theory-gate__lambda008-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,fixed-theory-gate,lambda008-threshold060,0.008,0.6,true,40,19,4,29.26,4.85,0,37.535,59,46,4,19.78,2.25,-2.38,50,9.35,-9976.721,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__fixed-theory-gate__lambda008-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,fixed-theory-gate,lambda016-threshold055,0.016,0.55,true,40,19,4,29.26,4.85,0,37.535,59,46,4,19.78,2.25,-2.38,50,9.35,-9976.721,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__fixed-theory-gate__lambda016-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,fixed-theory-gate,lambda016-threshold060,0.016,0.6,true,40,19,4,29.26,4.85,0,37.535,59,46,4,19.78,2.25,-2.38,50,9.35,-9976.721,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__fixed-theory-gate__lambda016-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,fixed-theory-gate,lambda004-threshold055,0.004,0.55,true,40,19,4,29.26,4.85,0,37.535,59,46,4,19.78,2.25,-2.38,50,9.35,-9976.721,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__fixed-theory-gate__lambda004-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,broader-coverage,lambda008-threshold055,0.008,0.55,true,35,10,4,21.5,3.56,0,27.84,45,36,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__broader-coverage__lambda008-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,broader-coverage,lambda008-threshold060,0.008,0.6,true,35,10,4,21.5,3.56,0,27.84,45,36,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__broader-coverage__lambda008-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,broader-coverage,lambda016-threshold055,0.016,0.55,true,35,10,4,21.5,3.56,0,27.84,45,36,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__broader-coverage__lambda016-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,broader-coverage,lambda016-threshold060,0.016,0.6,true,35,10,4,21.5,3.56,0,27.84,45,36,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__broader-coverage__lambda016-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,broader-coverage,lambda004-threshold055,0.004,0.55,true,35,10,4,21.5,3.56,0,27.84,45,36,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__broader-coverage__lambda004-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,extreme-count-7,lambda008-threshold055,0.008,0.55,true,31,10,1,1.3,0,0,-9998.45,41,31,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__extreme-count-7__lambda008-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,extreme-count-7,lambda008-threshold060,0.008,0.6,true,31,10,1,1.3,0,0,-9998.45,41,31,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__extreme-count-7__lambda008-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,extreme-count-7,lambda016-threshold055,0.016,0.55,true,31,10,1,1.3,0,0,-9998.45,41,31,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__extreme-count-7__lambda016-threshold055
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,extreme-count-7,lambda016-threshold060,0.016,0.6,true,31,10,1,1.3,0,0,-9998.45,41,31,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__extreme-count-7__lambda016-threshold060
false,combined,ncep-gem-cross-provider,gfs|gefs-mean|gem-global,extreme-count-7,lambda004-threshold055,0.004,0.55,true,31,10,1,1.3,0,0,-9998.45,41,31,3,16.98,1.89,-2.38,33.3,8.34,-9980.211,2026-01-20,2026-03-31,combined__ncep-gem-cross-provider__extreme-count-7__lambda004-threshold055
false,cold-long,all-confirmed-sources,gfs|gefs-mean|graphcastgfs|ecmwf-ifs|ecmwf-aifs|aigfs|gem-global,fixed-theory-gate,lambda008-threshold055,0.008,0.55,true,14,10,0,0,0,0,-100000,24,35,2,-1.01,0.18,-17.38,50,1.14,-3.916,2025-12-08,2026-01-26,cold-long__all-confirmed-sources__fixed-theory-gate__lambda008-threshold055
