id,validationRank,sideScope,candidateMode,sourcePolicy,featureSet,estimators,maxDepth,learningRate,minLeafFrac,minLeafAbs,minSignalStrengthF,minCoveragePct,minExtremeCount,minExpectedTheoryReturnPct,validationTradeCount,validationTotalReturnPct,validationSharpe,validationMaxDrawdownPct,validationWorstFoldReturnPct,validationColdTrades,validationColdReturnPct,validationWarmTrades,validationWarmReturnPct,holdoutPredictionMax,holdoutWeatherEligibleCount,holdoutThresholdEligibleCount,holdoutCandidateCount,holdoutTradeCount,holdoutTotalReturnPct,holdoutSharpe,holdoutMaxDrawdownPct,holdoutWinRatePct,holdoutColdTrades,holdoutColdReturnPct,holdoutWarmTrades,holdoutWarmReturnPct
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-1.6301,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,0,1,0,0,0,0,0,0,0,0,0,-1.6301,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-1.6301,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-1.6301,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-1.6301,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.1__sig12__cov0.7__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.1,10,12,0.7,8,1,0,0,0,0,0,0,0,0,0,-1.6301,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-1.7815,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-1.7815,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-1.7815,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,0,1,0,0,0,0,0,0,0,0,0,-1.7815,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.55__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.55,8,1,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-1.7815,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-1.7815,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-1.7815,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,0,1,0,0,0,0,0,0,0,0,0,-1.7815,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-1.7815,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-1.7815,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-1.7815,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,8,0.7,8,1,0,0,0,0,0,0,0,0,0,-1.7815,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,0,1,0,0,0,0,0,0,0,0,0,-1.7815,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-1.7815,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-1.7815,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-1.7815,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.55,8,1,0,0,0,0,0,0,0,0,0,-1.7815,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-1.7815,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-1.7815,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-1.7815,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,0,1,0,0,0,0,0,0,0,0,0,-1.7815,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-1.7815,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-1.7815,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-1.7815,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,1,0.06,0.2,10,12,0.7,8,1,0,0,0,0,0,0,0,0,0,-1.7815,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.5261,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.5261,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.5261,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.5261,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.55,8,1,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-0.5261,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-0.5261,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-0.5261,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,0,1,0,0,0,0,0,0,0,0,0,-0.5261,46,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-0.5261,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-0.5261,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-0.5261,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,8,0.7,8,1,0,0,0,0,0,0,0,0,0,-0.5261,37,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.5261,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.5261,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.5261,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-0.5261,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.55,8,1,0,0,0,0,0,0,0,0,0,-0.5261,39,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-0.5261,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-0.5261,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-0.5261,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,0,1,0,0,0,0,0,0,0,0,0,-0.5261,38,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-0.5261,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-0.5261,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-0.5261,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.1,10,12,0.7,8,1,0,0,0,0,0,0,0,0,0,-0.5261,36,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.6321,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.6321,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.6321,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr1,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.6321,53,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.6321,41,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__longHistoryCore__weatherSourceGroup__e6__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,longHistoryCore,weatherSourceGroup,6,2,0.06,0.2,10,8,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.6321,41,0,0,0,0,0,0,0,0,0,0,0
