scenario,date,split,componentVariant,weatherResolutionAction,weatherResolutionScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct
counterfactual no close-in weather refresh,2024-10-18,validation,summer-alpha,,1,0,1,-3.7921,0.4384,0.4384,0,0.4384
counterfactual no close-in weather refresh,2024-10-21,validation,summer-alpha,,1,0,1,2.3915,-0.0872,-0.0872,0,-0.0872
counterfactual no close-in weather refresh,2024-10-22,validation,summer-alpha,,1,0,1,-0.0432,-0.0336,-0.0336,0,-0.0336
counterfactual no close-in weather refresh,2024-10-23,validation,summer-alpha,,1,0,1,1.3414,-1.0324,-1.0324,0,-1.0324
counterfactual no close-in weather refresh,2024-10-24,validation,summer-alpha,,1,0,1,7.6857,0.3399,0.3399,0,0.3399
counterfactual no close-in weather refresh,2024-10-25,validation,summer-alpha,,1,0,1,1.5067,0.0899,0.0899,0,0.0899
counterfactual no close-in weather refresh,2024-10-28,validation,summer-alpha,,1,0,1,-9.8047,0.2554,0.2554,0,0.2554
counterfactual no close-in weather refresh,2024-10-29,validation,summer-alpha,,1,0,1,1.6024,0.3137,0.3137,0,0.3137
counterfactual no close-in weather refresh,2024-10-30,validation,summer-alpha,,1,0,1,21.2703,-0.3866,-0.3866,0,-0.3866
counterfactual no close-in weather refresh,2024-10-31,validation,summer-alpha,,1,0,1,-4.8506,-2.0811,-2.0811,0,-2.0811
counterfactual no close-in weather refresh,2024-11-01,validation,summer-alpha,,1,0,1,-1.6254,0.4951,0.4951,0,0.4951
counterfactual no close-in weather refresh,2024-11-04,validation,summer-alpha,,1,0,1,4.4311,-0.2316,-0.2316,0,-0.2316
counterfactual no close-in weather refresh,2024-11-05,validation,summer-alpha,,1,0,1,-3.9914,1.2182,1.2182,0,1.2182
counterfactual no close-in weather refresh,2024-11-06,validation,summer-alpha,,1,0,1,2.8839,2.5341,2.5341,0,2.5341
counterfactual no close-in weather refresh,2024-11-07,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,-1.6317,0.9381,1.3283,0.018,1.3103
counterfactual no close-in weather refresh,2024-11-08,validation,winter-alpha,no-reversion,1,0,1,-1.0269,0.3791,0.3791,0.018,0.3611
counterfactual no close-in weather refresh,2024-11-11,validation,summer-alpha,,1,0,1,9.4043,0.0541,0.0541,0,0.0541
counterfactual no close-in weather refresh,2024-11-12,validation,winter-alpha,missing-kept,1,-0.25,0.75,-1.0145,-0.2748,0.0475,0.008,0.0395
counterfactual no close-in weather refresh,2024-11-13,validation,winter-alpha,standalone-adverse-dropped,0,-0.25,0.75,3.2943,0.0124,-0.8143,0,-0.8143
counterfactual no close-in weather refresh,2024-11-14,validation,winter-alpha,missing-kept,1,-0.25,0.75,-6.8037,-0.6499,1.2135,0,1.2135
counterfactual no close-in weather refresh,2024-11-15,validation,winter-alpha,confirm-scaled,0.7999,-0.25,0.75,1.673,-1.5091,-1.5501,0,-1.5501
counterfactual no close-in weather refresh,2024-11-18,validation,winter-alpha,no-reversion,1,0,1,2.8422,0.4732,0.4732,0.008,0.4652
counterfactual no close-in weather refresh,2024-11-19,validation,summer-alpha,,1,0,1,0.8409,0.4285,0.4285,0,0.4285
counterfactual no close-in weather refresh,2024-11-20,validation,summer-alpha,,1,0,1,6.5043,0.0198,0.0198,0,0.0198
counterfactual no close-in weather refresh,2024-11-21,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,2.7119,0.4781,-1.3163,0.018,-1.3343
counterfactual no close-in weather refresh,2024-11-22,validation,winter-alpha,missing-kept,1,-0.25,0.75,-5.5445,0.2972,1.609,0.01,1.599
counterfactual no close-in weather refresh,2024-11-25,validation,winter-alpha,no-reversion,1,0,1,3.3543,0.2889,0.2889,0.008,0.2809
counterfactual no close-in weather refresh,2024-11-26,validation,summer-alpha,,1,0,1,1.8403,0.5561,0.5561,0,0.5561
counterfactual no close-in weather refresh,2024-11-27,validation,summer-alpha,,1,0,1,-6.6161,-0.4105,-0.4105,0,-0.4105
counterfactual no close-in weather refresh,2024-11-29,validation,summer-alpha,,1,0,1,4.9625,0.5945,0.5945,0,0.5945
counterfactual no close-in weather refresh,2024-12-02,validation,summer-alpha,,1,0,1,-4.4603,0.4447,0.4447,0,0.4447
counterfactual no close-in weather refresh,2024-12-03,validation,summer-alpha,,1,0,1,-5.3221,0.08,0.08,0,0.08
counterfactual no close-in weather refresh,2024-12-04,validation,summer-alpha,,1,0,1,0.0329,0.7507,0.7507,0,0.7507
counterfactual no close-in weather refresh,2024-12-05,validation,summer-alpha,,1,0,1,1.183,-0.1861,-0.1861,0,-0.1861
counterfactual no close-in weather refresh,2024-12-06,validation,summer-alpha,,1,0,1,-0.0974,0.338,0.338,0,0.338
counterfactual no close-in weather refresh,2024-12-09,validation,summer-alpha,,1,0,1,3.446,-0.5716,-0.5716,0,-0.5716
counterfactual no close-in weather refresh,2024-12-10,validation,summer-alpha,,1,0,1,-0.5971,-0.298,-0.298,0,-0.298
counterfactual no close-in weather refresh,2024-12-11,validation,summer-alpha,,1,0,1,6.7973,0.9655,0.9655,0,0.9655
counterfactual no close-in weather refresh,2024-12-12,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,3.2967,-0.5409,-2.091,0.018,-2.109
counterfactual no close-in weather refresh,2024-12-13,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,-5.3856,0.1493,3.0947,0,3.0947
counterfactual no close-in weather refresh,2024-12-16,validation,winter-alpha,no-reversion,1,0,1,-1.9677,0.5978,0.5978,0.018,0.5798
counterfactual no close-in weather refresh,2024-12-17,validation,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,3.6559,-0.4196,-2.24,0.018,-2.258
counterfactual no close-in weather refresh,2024-12-18,validation,winter-alpha,no-reversion,1,0,1,0.5532,-3.069,-3.069,0.018,-3.087
counterfactual no close-in weather refresh,2024-12-19,validation,summer-alpha,,1,0,1,6.2241,-0.1256,-0.1256,0,-0.1256
counterfactual no close-in weather refresh,2024-12-20,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,3.0519,1.0869,-1.2412,0.018,-1.2592
counterfactual no close-in weather refresh,2024-12-23,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,-1.5123,0.7649,1.1853,0,1.1853
counterfactual no close-in weather refresh,2024-12-24,validation,winter-alpha,adverse-shrunk,0.8749,-0.5625,0.4375,3.263,1.0953,-1.3562,0,-1.3562
counterfactual no close-in weather refresh,2024-12-26,validation,winter-alpha,confirm-scaled,1.0263,-0.25,0.75,-4.7708,-0.017,1.1801,0.01,1.1701
counterfactual no close-in weather refresh,2024-12-27,validation,winter-alpha,missing-kept,1,0.25,0.75,2.5374,-1.0943,-0.1864,0.016,-0.2024
counterfactual no close-in weather refresh,2024-12-30,validation,winter-alpha,no-reversion,1,0,1,14.4036,-1.1592,-1.1592,0.008,-1.1672
counterfactual no close-in weather refresh,2024-12-31,validation,winter-alpha,confirm-scaled,1.1496,-0.25,0.75,-6.7665,-0.4929,1.322,0.008,1.314
counterfactual no close-in weather refresh,2025-01-02,validation,winter-alpha,standalone-adverse-dropped,0,-0.25,0.75,1.1898,-0.2384,-0.4762,0,-0.4762
counterfactual no close-in weather refresh,2025-01-03,validation,winter-alpha,no-reversion,1,0.3438,0.6563,-8.348,1.3577,-1.979,0.019,-1.998
counterfactual no close-in weather refresh,2025-01-06,validation,winter-alpha,confirm-scaled,1.25,0.25,0.75,10.0706,0.6972,3.0406,0.003,3.0375
counterfactual no close-in weather refresh,2025-01-07,validation,winter-alpha,no-reversion,1,0,1,-6.8182,-1.2556,-1.2556,0.008,-1.2636
counterfactual no close-in weather refresh,2025-01-08,validation,winter-alpha,missing-kept,1,0.5625,0.4375,7.0044,0.1154,3.9905,0.018,3.9725
counterfactual no close-in weather refresh,2025-01-10,validation,winter-alpha,no-reversion,1,0,1,7.6563,-1.5303,-1.5303,0.018,-1.5483
counterfactual no close-in weather refresh,2025-01-13,validation,winter-alpha,no-reversion,1,0.3906,0.6094,-1.0858,0.0354,-0.4025,0.0125,-0.415
counterfactual no close-in weather refresh,2025-01-14,validation,winter-alpha,no-reversion,1,0.3906,0.6094,1.3721,0.0835,0.5868,0,0.5868
counterfactual no close-in weather refresh,2025-01-15,validation,winter-alpha,no-reversion,1,0.3906,0.6094,3.5192,1.9162,2.5423,0,2.5423
counterfactual no close-in weather refresh,2025-01-16,validation,winter-alpha,no-reversion,1,0.3906,0.6094,4.2887,-0.2543,1.5202,0,1.5202
counterfactual no close-in weather refresh,2025-01-17,validation,winter-alpha,no-reversion,1,0.3906,0.6094,-8.0241,1.1044,-2.4612,0,-2.4612
counterfactual no close-in weather refresh,2025-01-21,validation,winter-alpha,no-reversion,1,0.3906,0.6094,-3.3261,0.8509,-0.7806,0,-0.7806
counterfactual no close-in weather refresh,2025-01-22,validation,winter-alpha,no-reversion,1,0,1,4.5685,0.7071,0.7071,0.0125,0.6946
counterfactual no close-in weather refresh,2025-01-23,holdout,summer-alpha,,1,0,1,-0.3788,0.4872,0.4872,0,0.4872
counterfactual no close-in weather refresh,2025-01-24,holdout,summer-alpha,,1,0,1,2.0786,-0.356,-0.356,0,-0.356
counterfactual no close-in weather refresh,2025-01-27,holdout,summer-alpha,,1,0,1,-8.1947,-1.6949,-1.6949,0,-1.6949
counterfactual no close-in weather refresh,2025-01-28,holdout,summer-alpha,,1,0,1,-6.1131,0.9634,0.9634,0,0.9634
counterfactual no close-in weather refresh,2025-01-29,holdout,summer-alpha,,1,0,1,1.8439,-0.3856,-0.3856,0,-0.3856
counterfactual no close-in weather refresh,2025-01-30,holdout,summer-alpha,,1,0,1,-13.8048,0.5017,0.5017,0,0.5017
counterfactual no close-in weather refresh,2025-01-31,holdout,summer-alpha,,1,0,1,-0.0985,-0.4596,-0.4596,0,-0.4596
counterfactual no close-in weather refresh,2025-02-03,holdout,summer-alpha,,1,0,1,10.1183,-0.6811,-0.6811,0,-0.6811
counterfactual no close-in weather refresh,2025-02-04,holdout,summer-alpha,,1,0,1,-2.9535,0.7787,0.7787,0,0.7787
counterfactual no close-in weather refresh,2025-02-05,holdout,summer-alpha,,1,0,1,3.2893,0.4162,0.4162,0,0.4162
counterfactual no close-in weather refresh,2025-02-06,validation,winter-alpha,confirm-scaled,1.25,-0.25,0.75,0.5056,0.3931,0.1684,0.008,0.1604
counterfactual no close-in weather refresh,2025-02-07,validation,winter-alpha,confirm-scaled,1.25,-0.25,0.75,-2.2918,-1.0243,-0.1953,0,-0.1953
counterfactual no close-in weather refresh,2025-02-10,validation,winter-alpha,no-reversion,1,0.3438,0.6563,4.1762,0.8054,1.9644,0.019,1.9454
counterfactual no close-in weather refresh,2025-02-11,validation,winter-alpha,no-reversion,1,0.3438,0.6563,2.0319,0.0297,0.7181,0,0.7181
counterfactual no close-in weather refresh,2025-02-12,validation,winter-alpha,no-reversion,1,0.3438,0.6563,1.1303,-0.2516,0.2235,0,0.2235
counterfactual no close-in weather refresh,2025-02-13,validation,winter-alpha,no-reversion,1,0.3906,0.6094,1.9159,1.1272,1.4353,0.0015,1.4338
counterfactual no close-in weather refresh,2025-02-14,validation,winter-alpha,no-reversion,1,0.3906,0.6094,2.611,0.089,1.0741,0,1.0741
counterfactual no close-in weather refresh,2025-02-18,validation,winter-alpha,no-reversion,1,0.3906,0.6094,6.6158,0.279,2.7542,0,2.7542
counterfactual no close-in weather refresh,2025-02-19,validation,winter-alpha,no-reversion,1,0.3906,0.6094,7.9236,0.1944,3.2134,0,3.2134
counterfactual no close-in weather refresh,2025-02-20,validation,winter-alpha,no-reversion,1,0.3906,0.6094,-3.8921,-0.4192,-1.7757,0,-1.7757
counterfactual no close-in weather refresh,2025-02-21,validation,winter-alpha,standalone-adverse-dropped,0,-0.25,0.75,1.6567,-1.7744,-1.745,0.0205,-1.7655
counterfactual no close-in weather refresh,2025-02-24,holdout,summer-alpha,,1,0,1,-5.6684,-0.6157,-0.6157,0.008,-0.6237
counterfactual no close-in weather refresh,2025-02-25,holdout,summer-alpha,,1,0,1,4.5068,-0.6472,-0.6472,0,-0.6472
counterfactual no close-in weather refresh,2025-02-26,holdout,summer-alpha,,1,0,1,-6.4207,0.098,0.098,0,0.098
counterfactual no close-in weather refresh,2025-02-27,holdout,summer-alpha,,1,0,1,0.7168,-1.835,-1.835,0,-1.835
counterfactual no close-in weather refresh,2025-02-28,holdout,summer-alpha,,1,0,1,-2.5419,1.5548,1.5548,0,1.5548
counterfactual no close-in weather refresh,2025-03-03,holdout,summer-alpha,,1,0,1,7.5117,-1.8089,-1.8089,0,-1.8089
counterfactual no close-in weather refresh,2025-03-04,holdout,summer-alpha,,1,0,1,5.5313,-1.0353,-1.0353,0,-1.0353
counterfactual no close-in weather refresh,2025-03-05,holdout,summer-alpha,,1,0,1,2.2988,1.1542,1.1542,0,1.1542
counterfactual no close-in weather refresh,2025-03-06,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,-3.5986,-1.9912,1.1531,0.018,1.1351
counterfactual no close-in weather refresh,2025-03-07,validation,winter-alpha,missing-kept,1,-0.5625,0.4375,1.8445,0.5746,-0.7861,0,-0.7861
counterfactual no close-in weather refresh,2025-03-10,validation,winter-alpha,confirm-scaled,0.8666,-0.5625,0.4375,2.7598,-2.8687,-2.8074,0,-2.8074
counterfactual no close-in weather refresh,2025-03-11,validation,winter-alpha,no-reversion,1,0,1,-2.308,-0.7324,-0.7324,0.018,-0.7504
counterfactual no close-in weather refresh,2025-03-12,validation,winter-alpha,confirm-scaled,1.1079,-0.5625,0.4375,-7.0017,0.6198,4.2096,0.018,4.1916
counterfactual no close-in weather refresh,2025-03-13,validation,winter-alpha,adverse-shrunk,0.45,0.25,0.75,-1.0162,-1.4074,-1.3096,0.026,-1.3356
counterfactual no close-in weather refresh,2025-03-14,validation,winter-alpha,no-reversion,1,0,1,1.6799,2.1258,2.1258,0.008,2.1178
counterfactual no close-in weather refresh,2025-03-17,holdout,summer-alpha,,1,0,1,-2.0955,0.7403,0.7403,0,0.7403
counterfactual no close-in weather refresh,2025-03-18,holdout,summer-alpha,,1,0,1,0.8462,-1.1739,-1.1739,0,-1.1739
counterfactual no close-in weather refresh,2025-03-19,holdout,summer-alpha,,1,0,1,4.8124,1.0973,1.0973,0,1.0973
counterfactual no close-in weather refresh,2025-03-20,validation,winter-alpha,missing-kept,1,-0.25,0.75,-5.2796,-0.2539,1.1295,0.008,1.1215
counterfactual no close-in weather refresh,2025-03-21,validation,winter-alpha,missing-kept,1,-0.25,0.75,-1.5588,0.092,0.4587,0,0.4587
counterfactual no close-in weather refresh,2025-03-24,validation,winter-alpha,no-reversion,1,0,1,-0.8637,1.8276,1.8276,0.008,1.8196
counterfactual no close-in weather refresh,2025-03-25,holdout,summer-alpha,,1,0,1,-1.8907,0.3143,0.3143,0,0.3143
counterfactual no close-in weather refresh,2025-03-26,holdout,summer-alpha,,1,0,1,0.5469,-1.2985,-1.2985,0,-1.2985
counterfactual no close-in weather refresh,2025-03-27,holdout,summer-alpha,,1,0,1,2.3051,-0.3384,-0.3384,0,-0.3384
counterfactual no close-in weather refresh,2025-03-28,holdout,summer-alpha,,1,0,1,2.9114,-2.1184,-2.1184,0,-2.1184
counterfactual no close-in weather refresh,2025-03-31,holdout,summer-alpha,,1,0,1,1.3284,0.4809,0.4809,0,0.4809
counterfactual no close-in weather refresh,2025-04-01,holdout,summer-alpha,,1,0,1,-4.0787,0.4579,0.4579,0,0.4579
counterfactual no close-in weather refresh,2025-04-02,holdout,summer-alpha,,1,0,1,2.6322,0.6262,0.6262,0,0.6262
counterfactual no close-in weather refresh,2025-04-03,holdout,summer-alpha,,1,0,1,2.0469,-4.8738,-4.8738,0,-4.8738
counterfactual no close-in weather refresh,2025-04-04,holdout,summer-alpha,,1,0,1,-7.274,-5.8594,-5.8594,0,-5.8594
counterfactual no close-in weather refresh,2025-04-07,holdout,summer-alpha,,1,0,1,-4.7433,-0.3104,-0.3104,0,-0.3104
counterfactual no close-in weather refresh,2025-04-08,holdout,summer-alpha,,1,0,1,-5.1984,-1.5334,-1.5334,0,-1.5334
counterfactual no close-in weather refresh,2025-04-09,holdout,summer-alpha,,1,0,1,10.1299,9.7673,9.7673,0,9.7673
counterfactual no close-in weather refresh,2025-04-10,holdout,summer-alpha,,1,0,1,-6.7872,-3.5427,-3.5427,0,-3.5427
counterfactual no close-in weather refresh,2025-04-11,holdout,summer-alpha,,1,0,1,-0.8434,1.7649,1.7649,0,1.7649
counterfactual no close-in weather refresh,2025-04-14,holdout,summer-alpha,,1,0,1,-5.7272,0.9537,0.9537,0,0.9537
counterfactual no close-in weather refresh,2025-04-15,holdout,summer-alpha,,1,0,1,0.1203,-0.2074,-0.2074,0,-0.2074
counterfactual no close-in weather refresh,2025-04-16,holdout,summer-alpha,,1,0,1,-2.4632,-2.3608,-2.3608,0,-2.3608
counterfactual no close-in weather refresh,2025-04-17,holdout,summer-alpha,,1,0,1,-0.0616,0.1065,0.1065,0,0.1065
counterfactual no close-in weather refresh,2025-04-21,holdout,summer-alpha,,1,0,1,-7.057,-2.394,-2.394,0,-2.394
counterfactual no close-in weather refresh,2025-04-22,holdout,summer-alpha,,1,0,1,-0.2984,2.5345,2.5345,0,2.5345
counterfactual no close-in weather refresh,2025-04-23,holdout,summer-alpha,,1,0,1,0.4988,1.73,1.73,0,1.73
counterfactual no close-in weather refresh,2025-04-24,holdout,summer-alpha,,1,0,1,-3.0443,2.2488,2.2488,0,2.2488
counterfactual no close-in weather refresh,2025-04-25,holdout,summer-alpha,,1,0.4375,0.5625,0.2389,0.8158,0.5634,0.014,0.5494
counterfactual no close-in weather refresh,2025-04-28,holdout,summer-alpha,,1,0.4375,0.5625,7.9333,0.0439,3.4955,0,3.4955
counterfactual no close-in weather refresh,2025-04-29,holdout,summer-alpha,,1,0.4375,0.5625,6.8139,0.6186,3.329,0,3.329
counterfactual no close-in weather refresh,2025-04-30,holdout,summer-alpha,,1,0,1,-1.772,0.0433,0.0433,0.014,0.0293
counterfactual no close-in weather refresh,2025-05-01,holdout,summer-alpha,,1,0.4375,0.5625,4.6001,0.8014,2.4633,0.014,2.4493
counterfactual no close-in weather refresh,2025-05-02,holdout,summer-alpha,,1,0.4375,0.5625,4.3403,1.4589,2.7195,0,2.7195
counterfactual no close-in weather refresh,2025-05-05,holdout,summer-alpha,,1,0.4375,0.5625,-2.2039,-0.5292,-1.2619,0,-1.2619
counterfactual no close-in weather refresh,2025-05-06,holdout,summer-alpha,,1,0.4375,0.5625,-2.4507,-0.872,-1.5627,0,-1.5627
counterfactual no close-in weather refresh,2025-05-07,holdout,summer-alpha,,1,0.4375,0.5625,4.5625,0.4431,2.2453,0,2.2453
counterfactual no close-in weather refresh,2025-05-08,holdout,summer-alpha,,1,0.4375,0.5625,-0.8009,0.7354,0.0633,0,0.0633
counterfactual no close-in weather refresh,2025-05-09,holdout,summer-alpha,,1,0,1,5.6514,-0.1133,-0.1133,0.014,-0.1273
counterfactual no close-in weather refresh,2025-05-12,holdout,summer-alpha,none,1,-0.2,0.8,-3.9262,3.471,3.562,0.0064,3.5556
counterfactual no close-in weather refresh,2025-05-13,holdout,summer-alpha,,1,0,1,0.0274,0.8316,0.8316,0.0064,0.8252
counterfactual no close-in weather refresh,2025-05-14,holdout,summer-alpha,,1,0,1,-4.2501,0.219,0.219,0,0.219
counterfactual no close-in weather refresh,2025-05-15,holdout,summer-alpha,,1,0,1,-3.7228,0.4187,0.4187,0,0.4187
counterfactual no close-in weather refresh,2025-05-16,holdout,summer-alpha,,1,0,1,-0.8328,0.5982,0.5982,0,0.5982
counterfactual no close-in weather refresh,2025-05-19,holdout,summer-alpha,,1,0,1,-6.6287,0.1044,0.1044,0,0.1044
counterfactual no close-in weather refresh,2025-05-20,holdout,summer-alpha,,1,0,1,10.0867,-0.3527,-0.3527,0,-0.3527
counterfactual no close-in weather refresh,2025-05-21,holdout,summer-alpha,,1,0,1,-1.7216,-1.6167,-1.6167,0,-1.6167
counterfactual no close-in weather refresh,2025-05-22,holdout,summer-alpha,,1,0,1,-3.4145,0.0809,0.0809,0,0.0809
counterfactual no close-in weather refresh,2025-05-23,holdout,summer-alpha,,1,0,1,2.49,-0.7302,-0.7302,0,-0.7302
counterfactual no close-in weather refresh,2025-05-27,holdout,summer-alpha,,1,0,1,1.9196,2.1161,2.1161,0,2.1161
counterfactual no close-in weather refresh,2025-05-28,holdout,summer-alpha,,1,0,1,-5.7092,-0.545,-0.545,0,-0.545
counterfactual no close-in weather refresh,2025-05-29,holdout,summer-alpha,,1,0.35,0.65,9.9251,0.3483,3.7002,0.0112,3.689
counterfactual no close-in weather refresh,2025-05-30,holdout,summer-alpha,,1,0.35,0.65,-2.1295,-0.1144,-0.8197,0,-0.8197
counterfactual no close-in weather refresh,2025-06-02,holdout,summer-alpha,,1,0.35,0.65,7.1657,0.6223,2.9125,0,2.9125
counterfactual no close-in weather refresh,2025-06-03,holdout,summer-alpha,none,1,-0.4,0.6,0.758,0.6096,0.0626,0.024,0.0386
counterfactual no close-in weather refresh,2025-06-04,holdout,summer-alpha,none,1,-0.4,0.6,-0.1612,0.0014,0.0653,0,0.0653
counterfactual no close-in weather refresh,2025-06-05,holdout,summer-alpha,none,1,-0.4,0.6,-1.0495,-0.5265,0.1039,0,0.1039
counterfactual no close-in weather refresh,2025-06-06,holdout,summer-alpha,,1,0,1,2.91,1.0156,1.0156,0.0128,1.0028
counterfactual no close-in weather refresh,2025-06-09,holdout,summer-alpha,,1,0.35,0.65,-3.9376,0.1187,-1.301,0.0112,-1.3122
counterfactual no close-in weather refresh,2025-06-10,holdout,summer-alpha,,1,0.35,0.65,-2.8061,0.5866,-0.6008,0,-0.6008
counterfactual no close-in weather refresh,2025-06-11,holdout,summer-alpha,,1,0.35,0.65,-0.7359,-0.2872,-0.4442,0,-0.4442
counterfactual no close-in weather refresh,2025-06-12,holdout,summer-alpha,,1,0,1,-0.4277,0.348,0.348,0.0112,0.3368
counterfactual no close-in weather refresh,2025-06-13,holdout,summer-alpha,,1,0.35,0.65,2.5487,-1.1439,0.1485,0.0112,0.1373
counterfactual no close-in weather refresh,2025-06-16,holdout,summer-alpha,,1,0.35,0.65,4.6635,1.0538,2.3172,0,2.3172
counterfactual no close-in weather refresh,2025-06-17,holdout,summer-alpha,,1,0.35,0.65,2.7481,-0.8788,0.3906,0,0.3906
counterfactual no close-in weather refresh,2025-06-18,holdout,summer-alpha,none,1,-0.5,0.5,3.5835,-0.0179,-1.8007,0.0272,-1.8279
counterfactual no close-in weather refresh,2025-06-20,holdout,summer-alpha,none,1,-0.5,0.5,-3.5598,-0.3095,1.6252,0,1.6252
counterfactual no close-in weather refresh,2025-06-23,holdout,summer-alpha,none,1,-0.5,0.5,-3.8731,1.034,2.4536,0,2.4536
counterfactual no close-in weather refresh,2025-06-24,holdout,summer-alpha,,1,0,1,-4.3537,1.1852,1.1852,0.016,1.1692
counterfactual no close-in weather refresh,2025-06-25,holdout,summer-alpha,,1,0,1,-3.7037,0.0923,0.0923,0,0.0923
counterfactual no close-in weather refresh,2025-06-26,holdout,summer-alpha,,1,0,1,-4.2572,0.82,0.82,0,0.82
counterfactual no close-in weather refresh,2025-06-27,holdout,summer-alpha,,1,0,1,14.6581,0.4665,0.4665,0,0.4665
counterfactual no close-in weather refresh,2025-06-30,holdout,summer-alpha,none,1,-0.5,0.5,-7.5689,0.5337,4.0513,0.016,4.0353
counterfactual no close-in weather refresh,2025-07-01,holdout,summer-alpha,,1,0,1,-1.1863,-0.2119,-0.2119,0.016,-0.2279
counterfactual no close-in weather refresh,2025-07-02,holdout,summer-alpha,,1,0,1,2.1376,0.4972,0.4972,0,0.4972
counterfactual no close-in weather refresh,2025-07-03,holdout,summer-alpha,,1,0,1,-2.2649,0.8865,0.8865,0,0.8865
counterfactual no close-in weather refresh,2025-07-07,holdout,summer-alpha,,1,0,1,0.7381,-0.7932,-0.7932,0,-0.7932
counterfactual no close-in weather refresh,2025-07-08,holdout,summer-alpha,,1,0,1,-2.1102,-0.0383,-0.0383,0,-0.0383
counterfactual no close-in weather refresh,2025-07-09,holdout,summer-alpha,,1,0.35,0.65,-3.7725,0.6167,-0.9195,0.0112,-0.9307
counterfactual no close-in weather refresh,2025-07-10,holdout,summer-alpha,,1,0.35,0.65,3.827,0.2046,1.4724,0,1.4724
counterfactual no close-in weather refresh,2025-07-11,holdout,summer-alpha,,1,0.35,0.65,-0.6892,-0.3316,-0.4568,0,-0.4568
counterfactual no close-in weather refresh,2025-07-14,holdout,summer-alpha,,1,0,1,4.5866,0.2287,0.2287,0.0112,0.2175
counterfactual no close-in weather refresh,2025-07-15,holdout,summer-alpha,,1,0,1,1.6445,-0.3267,-0.3267,0,-0.3267
counterfactual no close-in weather refresh,2025-07-16,holdout,summer-alpha,,1,0,1,0.7948,0.2848,0.2848,0,0.2848
counterfactual no close-in weather refresh,2025-07-17,holdout,summer-alpha,,1,0.35,0.65,-0.2535,0.6392,0.3268,0.0112,0.3156
counterfactual no close-in weather refresh,2025-07-18,holdout,summer-alpha,,1,0.35,0.65,0.6494,-0.0533,0.1926,0,0.1926
counterfactual no close-in weather refresh,2025-07-21,holdout,summer-alpha,,1,0.35,0.65,-6.7321,0.2441,-2.1976,0,-2.1976
counterfactual no close-in weather refresh,2025-07-22,holdout,summer-alpha,,1,0,1,-2.1955,-0.1008,-0.1008,0.0112,-0.112
counterfactual no close-in weather refresh,2025-07-23,holdout,summer-alpha,,1,0,1,-5.3813,0.7705,0.7705,0,0.7705
counterfactual no close-in weather refresh,2025-07-24,holdout,summer-alpha,,1,0,1,0.5525,0.0971,0.0971,0,0.0971
counterfactual no close-in weather refresh,2025-07-25,holdout,summer-alpha,,1,0,1,0.5171,0.3655,0.3655,0,0.3655
counterfactual no close-in weather refresh,2025-07-28,holdout,summer-alpha,,1,0,1,-3.9228,0.0452,0.0452,0,0.0452
counterfactual no close-in weather refresh,2025-07-29,holdout,summer-alpha,,1,0,1,3.1125,-0.2376,-0.2376,0,-0.2376
counterfactual no close-in weather refresh,2025-07-30,holdout,summer-alpha,,1,0,1,-1.1685,-0.075,-0.075,0,-0.075
counterfactual no close-in weather refresh,2025-07-31,holdout,summer-alpha,,1,0,1,2.0033,-0.4056,-0.4056,0,-0.4056
counterfactual no close-in weather refresh,2025-08-01,holdout,summer-alpha,,1,0,1,-0.7405,-1.709,-1.709,0,-1.709
counterfactual no close-in weather refresh,2025-08-04,holdout,summer-alpha,,1,0,1,-4.8978,1.5849,1.5849,0,1.5849
counterfactual no close-in weather refresh,2025-08-05,holdout,summer-alpha,,1,0,1,2.6603,-0.5243,-0.5243,0,-0.5243
counterfactual no close-in weather refresh,2025-08-06,holdout,summer-alpha,,1,0.35,0.65,2.2259,0.8477,1.3301,0.0112,1.3189
counterfactual no close-in weather refresh,2025-08-07,holdout,summer-alpha,,1,0.35,0.65,-0.325,0.0229,-0.0989,0,-0.0989
counterfactual no close-in weather refresh,2025-08-08,holdout,summer-alpha,,1,0.35,0.65,-2.5106,0.7976,-0.3603,0,-0.3603
counterfactual no close-in weather refresh,2025-08-11,holdout,summer-alpha,,1,0,1,-1.204,-0.2222,-0.2222,0.0112,-0.2334
counterfactual no close-in weather refresh,2025-08-12,holdout,summer-alpha,,1,0,1,-4.9424,1.1042,1.1042,0,1.1042
counterfactual no close-in weather refresh,2025-08-13,holdout,summer-alpha,,1,0,1,0.7123,0.2898,0.2898,0,0.2898
counterfactual no close-in weather refresh,2025-08-14,holdout,summer-alpha,,1,0,1,0.4597,-0.0166,-0.0166,0,-0.0166
counterfactual no close-in weather refresh,2025-08-15,holdout,summer-alpha,,1,0,1,2.6399,-0.2603,-0.2603,0,-0.2603
