scenario,date,split,componentVariant,weatherResolutionAction,weatherResolutionScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct
current replay from positions,2023-09-08,train,summer-alpha,,1,0,1,1.0081,0.1383,0.1383,0,0.1383
current replay from positions,2023-09-11,train,summer-alpha,,1,0,1,0.1152,0.7644,0.7644,0,0.7644
current replay from positions,2023-09-12,train,summer-alpha,,1,0,1,5.1764,-0.6508,-0.6508,0,-0.6508
current replay from positions,2023-09-13,train,summer-alpha,,1,0.35,0.65,-2.2968,0.1719,-0.6921,0.0112,-0.7033
current replay from positions,2023-09-14,train,summer-alpha,,1,0.35,0.65,1.0448,0.8531,0.9202,0,0.9202
current replay from positions,2023-09-15,train,summer-alpha,,1,0.35,0.65,-2.3634,-1.3491,-1.7041,0,-1.7041
current replay from positions,2023-09-18,train,summer-alpha,,1,0,1,3.177,0.1189,0.1189,0.0112,0.1077
current replay from positions,2023-09-19,train,summer-alpha,,1,0,1,4.3988,-0.201,-0.201,0,-0.201
current replay from positions,2023-09-20,train,summer-alpha,none,1,-0.4,0.6,-4.0379,-1.0362,0.9934,0.0128,0.9806
current replay from positions,2023-09-21,train,summer-alpha,none,1,-0.4,0.6,-4.5006,-1.6885,0.7871,0,0.7871
current replay from positions,2023-09-22,train,summer-alpha,,1,0,1,1.0345,-0.1808,-0.1808,0.0128,-0.1936
current replay from positions,2023-09-25,train,summer-alpha,,1,0.35,0.65,0.0758,0.4276,0.3045,0.0112,0.2933
current replay from positions,2023-09-26,train,summer-alpha,,1,0.35,0.65,0.6442,-1.4796,-0.7363,0,-0.7363
current replay from positions,2023-09-27,train,summer-alpha,,1,0.35,0.65,4.0663,0.0691,1.4681,0,1.4681
current replay from positions,2023-09-28,train,summer-alpha,none,1,-0.4,0.6,6.5485,0.6269,-2.2433,0.024,-2.2673
current replay from positions,2023-09-29,train,summer-alpha,,1,0,1,-0.5433,-0.1666,-0.1666,0.0128,-0.1794
current replay from positions,2023-10-02,train,summer-alpha,,1,0,1,-3.0386,0.1621,0.1621,0,0.1621
current replay from positions,2023-10-03,train,summer-alpha,,1,0,1,3.838,-1.4336,-1.4336,0,-1.4336
current replay from positions,2023-10-04,train,summer-alpha,,1,0,1,0.4408,0.8653,0.8653,0,0.8653
current replay from positions,2023-10-05,train,summer-alpha,,1,0,1,6.8872,-0.1325,-0.1325,0,-0.1325
current replay from positions,2023-10-06,train,summer-alpha,,1,0,1,5.4327,1.2876,1.2876,0,1.2876
current replay from positions,2023-10-09,train,summer-alpha,,1,0,1,1.1384,0.6399,0.6399,0,0.6399
current replay from positions,2023-10-10,train,summer-alpha,,1,0,1,0.1777,0.5216,0.5216,0,0.5216
current replay from positions,2023-10-11,train,summer-alpha,,1,0,1,-0.1478,0.4838,0.4838,0,0.4838
current replay from positions,2023-10-12,train,summer-alpha,,1,0,1,-0.9772,-0.5529,-0.5529,0,-0.5529
current replay from positions,2023-10-13,train,summer-alpha,,1,0,1,-3.2297,-0.67,-0.67,0,-0.67
current replay from positions,2023-10-16,train,summer-alpha,,1,0,1,-3.9246,1.0691,1.0691,0,1.0691
current replay from positions,2023-10-17,train,summer-alpha,,1,0,1,-0.9649,-0.0651,-0.0651,0,-0.0651
current replay from positions,2023-10-18,train,summer-alpha,,1,0,1,-0.747,-1.3358,-1.3358,0,-1.3358
current replay from positions,2023-10-19,train,summer-alpha,,1,0,1,-3.2395,-0.8681,-0.8681,0,-0.8681
current replay from positions,2023-10-20,train,summer-alpha,,1,0,1,-1.9615,-1.2907,-1.2907,0,-1.2907
current replay from positions,2023-10-23,train,summer-alpha,,1,0,1,0.9314,-0.0816,-0.0816,0,-0.0816
current replay from positions,2023-10-24,train,summer-alpha,,1,0,1,1.5379,0.7912,0.7912,0,0.7912
current replay from positions,2023-10-25,train,summer-alpha,,1,0,1,1.3127,-1.6158,-1.6158,0,-1.6158
current replay from positions,2023-10-26,train,summer-alpha,,1,0,1,6.7774,-1.3802,-1.3802,0,-1.3802
current replay from positions,2023-10-27,train,summer-alpha,,1,0,1,-1.5557,-0.2371,-0.2371,0,-0.2371
current replay from positions,2023-10-30,train,summer-alpha,,1,0,1,5.9418,1.185,1.185,0,1.185
current replay from positions,2023-10-31,train,summer-alpha,,1,0,1,6.6527,0.5758,0.5758,0,0.5758
current replay from positions,2023-11-01,train,summer-alpha,,1,0,1,-2.2657,1.2411,1.2411,0,1.2411
current replay from positions,2023-11-02,train,summer-alpha,,1,0,1,-0.6297,1.8713,1.8713,0,1.8713
current replay from positions,2023-11-03,train,summer-alpha,,1,0,1,1.2385,0.9793,0.9793,0,0.9793
current replay from positions,2023-11-06,train,summer-alpha,,1,0,1,-7.1408,0.2296,0.2296,0,0.2296
current replay from positions,2023-11-07,train,summer-alpha,,1,0,1,-3.799,0.4182,0.4182,0,0.4182
current replay from positions,2023-11-08,train,summer-alpha,,1,0,1,-1.0828,0.0814,0.0814,0,0.0814
current replay from positions,2023-11-09,train,summer-alpha,,1,0,1,-2.0927,-0.7547,-0.7547,0,-0.7547
current replay from positions,2023-11-10,train,summer-alpha,,1,0,1,-0.2631,1.6882,1.6882,0,1.6882
current replay from positions,2023-11-13,train,summer-alpha,,1,0,1,5.4072,-0.135,-0.135,0,-0.135
current replay from positions,2023-11-14,train,winter-alpha,missing-kept,1,-0.5625,0.4375,-3.869,1.9634,3.0353,0.018,3.0173
current replay from positions,2023-11-15,train,winter-alpha,confirm-scaled,0.919,-0.5625,0.4375,1.548,0.1911,-0.7871,0,-0.7871
current replay from positions,2023-11-16,train,winter-alpha,standalone-adverse-dropped,0,0,1,-2.8963,0.13,0.13,0.018,0.112
current replay from positions,2023-11-17,train,summer-alpha,,1,0,1,-3.3312,0.123,0.123,0,0.123
current replay from positions,2023-11-20,train,summer-alpha,,1,0,1,-2.6351,0.8442,0.8442,0,0.8442
current replay from positions,2023-11-21,train,summer-alpha,,1,0,1,-1.2491,-0.3246,-0.3246,0,-0.3246
current replay from positions,2023-11-22,train,summer-alpha,,1,0,1,1.792,0.4284,0.4284,0,0.4284
current replay from positions,2023-11-24,train,summer-alpha,,1,0,1,-2.6926,0.0154,0.0154,0,0.0154
current replay from positions,2023-11-27,train,summer-alpha,,1,0,1,-2.1366,-0.1596,-0.1596,0,-0.1596
current replay from positions,2023-11-28,train,summer-alpha,,1,0,1,-3.1496,0.131,0.131,0,0.131
current replay from positions,2023-11-29,train,summer-alpha,,1,0,1,3.6216,-0.0666,-0.0666,0,-0.0666
current replay from positions,2023-11-30,train,summer-alpha,,1,0,1,-0.0713,0.2541,0.2541,0,0.2541
current replay from positions,2023-12-01,train,summer-alpha,,1,0,1,0.4283,0.5293,0.5293,0,0.5293
current replay from positions,2023-12-04,train,summer-alpha,,1,0,1,-4.2644,-0.589,-0.589,0,-0.589
current replay from positions,2023-12-05,train,summer-alpha,,1,0,1,0.5939,0.0281,0.0281,0,0.0281
current replay from positions,2023-12-06,train,summer-alpha,,1,0,1,-5.203,-0.4529,-0.4529,0,-0.4529
current replay from positions,2023-12-07,train,winter-alpha,adverse-shrunk,0.45,0.1125,0.8875,0.1976,0.9152,0.8345,0.0036,0.8309
current replay from positions,2023-12-08,train,winter-alpha,no-reversion,1,0,1,-0.9862,0.4247,0.4247,0.0036,0.4211
current replay from positions,2023-12-11,train,summer-alpha,,1,0,1,-5.8117,0.4812,0.4812,0,0.4812
current replay from positions,2023-12-12,train,summer-alpha,,1,0,1,-4.9362,0.561,0.561,0,0.561
current replay from positions,2023-12-13,train,summer-alpha,,1,0,1,1.0385,1.338,1.338,0,1.338
current replay from positions,2023-12-14,train,summer-alpha,,1,0,1,2.4411,0.2169,0.2169,0,0.2169
current replay from positions,2023-12-15,train,summer-alpha,,1,0,1,4.1388,-0.0422,-0.0422,0,-0.0422
current replay from positions,2023-12-18,train,winter-alpha,adverse-shrunk,0.5387,-0.5253,0.4747,1.2422,0.6007,-0.3674,0.0168,-0.3842
current replay from positions,2023-12-19,train,winter-alpha,missing-kept,1,-0.5625,0.4375,0.2045,0.5835,0.1403,0.0012,0.1391
current replay from positions,2023-12-20,train,winter-alpha,adverse-shrunk,0.7274,-0.5625,0.4375,-4.0816,-1.4495,1.6617,0,1.6617
current replay from positions,2023-12-21,train,winter-alpha,missing-kept,1,0.25,0.75,6.1702,1.0134,2.3026,0.026,2.2766
current replay from positions,2023-12-22,train,winter-alpha,no-reversion,1,0,1,1.002,0.2183,0.2183,0.008,0.2103
current replay from positions,2023-12-26,train,winter-alpha,confirm-scaled,0.81,-0.2025,0.7975,-2.1825,0.4529,0.8031,0.0065,0.7967
current replay from positions,2023-12-27,train,winter-alpha,standalone-adverse-dropped,0,0,1,0.4057,0.1843,0.1843,0.0065,0.1778
current replay from positions,2023-12-28,train,winter-alpha,confirm-scaled,0.8731,-0.2183,0.7817,3.8384,0.0045,-0.8344,0.007,-0.8414
current replay from positions,2023-12-29,train,winter-alpha,no-reversion,1,0,1,-1.3619,-0.3011,-0.3011,0.007,-0.3081
current replay from positions,2024-01-02,validation,summer-alpha,,1,0,1,2.148,-0.848,-0.848,0,-0.848
current replay from positions,2024-01-03,validation,summer-alpha,,1,0,1,3.8941,-0.8084,-0.8084,0,-0.8084
current replay from positions,2024-01-04,validation,summer-alpha,,1,0,1,5.7346,-0.3514,-0.3514,0,-0.3514
current replay from positions,2024-01-05,validation,summer-alpha,,1,0,1,2.5523,0.1282,0.1282,0,0.1282
current replay from positions,2024-01-08,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,2.911,1.5582,-0.9557,0.018,-0.9737
current replay from positions,2024-01-09,train,winter-alpha,no-reversion,1,0,1,7.8203,-0.1561,-0.1561,0.018,-0.1741
current replay from positions,2024-01-10,validation,summer-alpha,,1,0,1,-4.7335,0.6642,0.6642,0,0.6642
current replay from positions,2024-01-11,train,winter-alpha,no-reversion,1,0.3906,0.6094,2.2764,0.0178,0.9,0.0125,0.8875
current replay from positions,2024-01-12,train,winter-alpha,no-reversion,1,0.3906,0.6094,8.4261,0.0437,3.3179,0,3.3179
current replay from positions,2024-01-16,train,winter-alpha,adverse-shrunk,0.8398,-0.5625,0.4375,-15.2493,-0.2757,8.4571,0.0305,8.4266
current replay from positions,2024-01-17,train,winter-alpha,adverse-shrunk,0.4601,-0.5056,0.4944,0.692,-0.5581,-0.6258,0.0018,-0.6276
current replay from positions,2024-01-18,train,winter-alpha,no-reversion,1,0,1,-4.4674,1.0061,1.0061,0.0162,0.9899
current replay from positions,2024-01-19,train,winter-alpha,missing-kept,1,0.25,0.75,-6.4748,1.3672,-0.5933,0.008,-0.6013
current replay from positions,2024-01-22,train,winter-alpha,adverse-shrunk,0.45,0.1125,0.8875,-5.3846,0.2065,-0.4225,0.0044,-0.4269
current replay from positions,2024-01-23,train,winter-alpha,missing-kept,1,0.25,0.75,2.2358,0.3264,0.8038,0.0044,0.7994
current replay from positions,2024-01-24,train,winter-alpha,no-reversion,1,0,1,4.672,0.172,0.172,0.008,0.164
current replay from positions,2024-01-25,validation,summer-alpha,,1,0,1,-2.6505,0.4731,0.4731,0,0.4731
current replay from positions,2024-01-26,train,winter-alpha,missing-kept,1,-0.5625,0.4375,0.199,-0.1644,-0.1839,0.018,-0.2019
current replay from positions,2024-01-29,train,winter-alpha,confirm-scaled,1.102,-0.5625,0.4375,-5.0149,0.7859,3.1647,0,3.1647
current replay from positions,2024-01-30,train,winter-alpha,missing-kept,1,0.25,0.75,1.4114,-0.1929,0.2082,0.026,0.1822
current replay from positions,2024-01-31,train,winter-alpha,no-reversion,1,0,1,1.1856,-1.6963,-1.6963,0.008,-1.7043
current replay from positions,2024-02-01,validation,summer-alpha,,1,0,1,-2.381,1.2986,1.2986,0,1.2986
current replay from positions,2024-02-02,validation,summer-alpha,,1,0,1,1.4146,1.1616,1.1616,0,1.1616
current replay from positions,2024-02-05,validation,summer-alpha,,1,0,1,0.1443,-0.3252,-0.3252,0,-0.3252
current replay from positions,2024-02-06,validation,summer-alpha,,1,0,1,-3.5062,0.2107,0.2107,0,0.2107
current replay from positions,2024-02-07,validation,summer-alpha,,1,0,1,-2.0906,0.8594,0.8594,0,0.8594
current replay from positions,2024-02-08,validation,summer-alpha,,1,0,1,-2.5419,0.0935,0.0935,0,0.0935
current replay from positions,2024-02-09,train,winter-alpha,adverse-shrunk,0.7584,0.1896,0.8104,-1.5499,0.6483,0.2315,0.0061,0.2255
