scenario,date,split,componentVariant,sourceAction,optimizedLiveAction,optimizedLiveScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct,equity,equityPct
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-05,train,summer-alpha,none,none,1,-0.5,0.5,-6.6184,-0.326,3.1462,0,3.1462,220603.73,120.6037
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-06,train,summer-alpha,,,1,0,1,-2.7885,-0.7219,-0.7219,0.016,-0.7379,218975.89,118.9759
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-07,train,summer-alpha,,,1,0,1,2.749,-0.3897,-0.3897,0,-0.3897,218122.54,118.1225
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-08,train,summer-alpha,,,1,0,1,1.0081,0.1383,0.1383,0,0.1383,218424.21,118.4242
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-11,train,summer-alpha,,,1,0,1,0.1152,0.7644,0.7644,0,0.7644,220093.84,120.0938
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-12,train,summer-alpha,,,1,0,1,5.1764,-0.6508,-0.6508,0,-0.6508,218661.47,118.6615
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-13,train,summer-alpha,,,1,0.35,0.65,-2.2968,0.1719,-0.6921,0.0112,-0.7033,217123.62,117.1236
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-14,train,summer-alpha,,,1,0.35,0.65,1.0448,0.8531,0.9202,0,0.9202,219121.59,119.1216
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-15,train,summer-alpha,,,1,0.35,0.65,-2.3634,-1.3491,-1.7041,0,-1.7041,215387.54,115.3875
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-18,train,summer-alpha,,,1,0,1,3.177,0.1189,0.1189,0.0112,0.1077,215619.52,115.6195
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-19,train,summer-alpha,,,1,0,1,4.3988,-0.201,-0.201,0,-0.201,215186.12,115.1861
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-20,train,summer-alpha,none,none,1,-0.4,0.6,-4.0379,-1.0362,0.9934,0.0128,0.9806,217296.24,117.2962
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-21,train,summer-alpha,none,none,1,-0.4,0.6,-4.5006,-1.6885,0.7871,0,0.7871,219006.57,119.0066
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-22,train,summer-alpha,,,1,0,1,1.0345,-0.1808,-0.1808,0.0128,-0.1936,218582.58,118.5826
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-25,train,summer-alpha,,,1,0.35,0.65,0.0758,0.4276,0.3045,0.0112,0.2933,219223.68,119.2237
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-26,train,summer-alpha,,,1,0.35,0.65,0.6442,-1.4796,-0.7363,0,-0.7363,217609.54,117.6095
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-27,train,summer-alpha,,,1,0.35,0.65,4.0663,0.0691,1.4681,0,1.4681,220804.26,120.8043
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-28,train,summer-alpha,none,none,1,-0.4,0.6,6.5485,0.6269,-2.2433,0.024,-2.2673,215797.97,115.798
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-09-29,train,summer-alpha,,,1,0,1,-0.5433,-0.1666,-0.1666,0.0128,-0.1794,215410.83,115.4108
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-02,train,summer-alpha,,,1,0,1,-3.0386,0.1621,0.1621,0,0.1621,215760.01,115.76
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-03,train,summer-alpha,,,1,0,1,3.838,-1.4336,-1.4336,0,-1.4336,212666.87,112.6669
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-04,train,summer-alpha,,,1,0,1,0.4408,0.8653,0.8653,0,0.8653,214507.08,114.5071
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-05,train,summer-alpha,,,1,0,1,6.8872,-0.1325,-0.1325,0,-0.1325,214222.86,114.2229
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-06,train,summer-alpha,,,1,0,1,5.4327,1.2876,1.2876,0,1.2876,216981.19,116.9812
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-09,train,summer-alpha,,,1,0,1,1.1384,0.6399,0.6399,0,0.6399,218369.65,118.3697
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-10,train,summer-alpha,,,1,0,1,0.1777,0.5216,0.5216,0,0.5216,219508.67,119.5087
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-11,train,summer-alpha,,,1,0,1,-0.1478,0.4838,0.4838,0,0.4838,220570.65,120.5707
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-12,train,summer-alpha,,,1,0,1,-0.9772,-0.5529,-0.5529,0,-0.5529,219351.12,119.3511
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-13,train,summer-alpha,,,1,0,1,-3.2297,-0.67,-0.67,0,-0.67,217881.46,117.8815
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-16,train,summer-alpha,,,1,0,1,-3.9246,1.0691,1.0691,0,1.0691,220210.83,120.2108
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-17,train,summer-alpha,,,1,0,1,-0.9649,-0.0651,-0.0651,0,-0.0651,220067.48,120.0675
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-18,train,summer-alpha,,,1,0,1,-0.747,-1.3358,-1.3358,0,-1.3358,217127.82,117.1278
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-19,train,summer-alpha,,,1,0,1,-3.2395,-0.8681,-0.8681,0,-0.8681,215242.93,115.2429
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-20,train,summer-alpha,,,1,0,1,-1.9615,-1.2907,-1.2907,0,-1.2907,212464.79,112.4648
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-23,train,summer-alpha,,,1,0,1,0.9314,-0.0816,-0.0816,0,-0.0816,212291.42,112.2914
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-24,train,summer-alpha,,,1,0,1,1.5379,0.7912,0.7912,0,0.7912,213971.07,113.9711
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-25,train,summer-alpha,,,1,0,1,1.3127,-1.6158,-1.6158,0,-1.6158,210513.72,110.5137
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-26,train,summer-alpha,,,1,0,1,6.7774,-1.3802,-1.3802,0,-1.3802,207608.21,107.6082
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-27,train,summer-alpha,,,1,0,1,-1.5557,-0.2371,-0.2371,0,-0.2371,207115.97,107.116
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-30,train,summer-alpha,,,1,0,1,5.9418,1.185,1.185,0,1.185,209570.3,109.5703
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-10-31,train,summer-alpha,,,1,0,1,6.6527,0.5758,0.5758,0,0.5758,210777,110.777
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-01,train,summer-alpha,,,1,0,1,-2.2657,1.2411,1.2411,0,1.2411,213392.96,113.393
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-02,train,summer-alpha,,,1,0,1,-0.6297,1.8713,1.8713,0,1.8713,217386.18,117.3862
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-03,train,summer-alpha,,,1,0,1,1.2385,0.9793,0.9793,0,0.9793,219515.04,119.515
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-06,train,summer-alpha,,,1,0,1,-7.1408,0.2296,0.2296,0,0.2296,220019.05,120.019
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-07,train,summer-alpha,,,1,0,1,-3.799,0.4182,0.4182,0,0.4182,220939.17,120.9392
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-08,train,summer-alpha,,,1,0,1,-1.0828,0.0814,0.0814,0,0.0814,221119.01,121.119
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-09,train,summer-alpha,,,1,0,1,-2.0927,-0.7547,-0.7547,0,-0.7547,219450.23,119.4502
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-10,train,summer-alpha,,,1,0,1,-0.2631,1.6882,1.6882,0,1.6882,223154.99,123.155
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-13,train,summer-alpha,,,1,0,1,5.4072,-0.135,-0.135,0,-0.135,222853.73,122.8537
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-14,train,winter-alpha,missing-kept,missing-kept,1,-0.5625,0.4375,-3.869,1.9634,3.0353,0.018,3.0173,229577.89,129.5779
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-15,train,winter-alpha,confirm-scaled,confirm-scaled,1.0753,-0.5625,0.4375,1.548,0.1911,-0.7871,0,-0.7871,227770.88,127.7709
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-16,train,winter-alpha,standalone-adverse-dropped,standalone-adverse-shrunk,0.7201,-0.18,0.82,-2.8963,0.13,0.628,0.0122,0.6158,229173.5,129.1735
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-17,train,summer-alpha,,,1,0,1,-3.3312,0.123,0.123,0.0058,0.1172,229442.09,129.4421
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-20,train,summer-alpha,,,1,0,1,-2.6351,0.8442,0.8442,0,0.8442,231379.04,131.379
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-21,train,summer-alpha,,,1,0,1,-1.2491,-0.3246,-0.3246,0,-0.3246,230627.98,130.628
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-22,train,summer-alpha,,,1,0,1,1.792,0.4284,0.4284,0,0.4284,231615.99,131.616
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-24,train,summer-alpha,,,1,0,1,-2.6926,0.0154,0.0154,0,0.0154,231651.66,131.6517
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-27,train,summer-alpha,,,1,0,1,-2.1366,-0.1596,-0.1596,0,-0.1596,231281.95,131.2819
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-28,train,summer-alpha,,,1,0,1,-3.1496,0.131,0.131,0,0.131,231584.92,131.5849
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-29,train,summer-alpha,,,1,0,1,3.6216,-0.0666,-0.0666,0,-0.0666,231430.69,131.4307
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-11-30,train,summer-alpha,,,1,0,1,-0.0713,0.2541,0.2541,0,0.2541,232018.75,132.0188
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-01,train,summer-alpha,,,1,0,1,0.4283,0.5293,0.5293,0,0.5293,233246.83,133.2468
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-04,train,summer-alpha,,,1,0,1,-4.2644,-0.589,-0.589,0,-0.589,231873.01,131.873
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-05,train,summer-alpha,,,1,0,1,0.5939,0.0281,0.0281,0,0.0281,231938.16,131.9382
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-06,train,summer-alpha,,,1,0,1,-5.203,-0.4529,-0.4529,0,-0.4529,230887.71,130.8877
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-07,train,winter-alpha,adverse-shrunk,adverse-dropped,0,0,1,0.1976,0.9152,0.9152,0,0.9152,233000.8,133.0008
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-08,train,winter-alpha,no-reversion,no-reversion,1,0,1,-0.9862,0.4247,0.4247,0,0.4247,233990.35,133.9904
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-11,train,summer-alpha,,,1,0,1,-5.8117,0.4812,0.4812,0,0.4812,235116.31,135.1163
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-12,train,summer-alpha,,,1,0,1,-4.9362,0.561,0.561,0,0.561,236435.32,136.4353
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-13,train,summer-alpha,,,1,0,1,1.0385,1.338,1.338,0,1.338,239598.82,139.5988
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-14,train,summer-alpha,,,1,0,1,2.4411,0.2169,0.2169,0,0.2169,240118.51,140.1185
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-15,train,summer-alpha,,,1,0,1,4.1388,-0.0422,-0.0422,0,-0.0422,240017.18,140.0172
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-18,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.5387,-0.5253,0.4747,1.2422,0.6007,-0.3674,0.0168,-0.3842,239095.04,139.095
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-19,train,winter-alpha,missing-kept,missing-kept,1,-0.5625,0.4375,0.2045,0.5835,0.1403,0.0012,0.1391,239427.62,139.4276
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-20,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.7274,-0.5625,0.4375,-4.0816,-1.4495,1.6617,0,1.6617,243406.19,143.4062
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-21,train,winter-alpha,missing-kept,missing-kept,1,0.25,0.75,6.1702,1.0134,2.3026,0.026,2.2766,248947.57,148.9476
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-22,train,winter-alpha,no-reversion,no-reversion,1,0,1,1.002,0.2183,0.2183,0.008,0.2103,249471.11,149.4711
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-26,train,winter-alpha,confirm-scaled,confirm-scaled,0.93,-0.2325,0.7675,-2.1825,0.4529,0.855,0.0074,0.8476,251585.62,151.5856
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-27,train,winter-alpha,standalone-adverse-dropped,standalone-adverse-shrunk,0.7731,-0.1933,0.8067,0.4057,0.1843,0.0703,0.0013,0.069,251759.22,151.7592
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-28,train,winter-alpha,confirm-scaled,confirm-scaled,1.0142,-0.2536,0.7464,3.8384,0.0045,-0.97,0.0019,-0.9719,249312.37,149.3124
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2023-12-29,train,winter-alpha,no-reversion,no-reversion,1,0,1,-1.3619,-0.3011,-0.3011,0.0081,-0.3092,248541.5,148.5415
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-02,validation,summer-alpha,,,1,0,1,2.148,-0.848,-0.848,0,-0.848,246433.86,146.4339
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-03,validation,summer-alpha,,,1,0,1,3.8941,-0.8084,-0.8084,0,-0.8084,244441.69,144.4417
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-04,validation,summer-alpha,,,1,0,1,5.7346,-0.3514,-0.3514,0,-0.3514,243582.73,143.5827
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-05,validation,summer-alpha,,,1,0,1,2.5523,0.1282,0.1282,0,0.1282,243895,143.895
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-08,train,winter-alpha,confirm-scaled,confirm-scaled,1.375,-0.5625,0.4375,2.911,1.5582,-0.9557,0.018,-0.9737,241520.19,141.5202
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-09,train,winter-alpha,no-reversion,no-reversion,1,0,1,7.8203,-0.1561,-0.1561,0.018,-0.1741,241099.71,141.0997
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-10,validation,summer-alpha,,,1,0,1,-4.7335,0.6642,0.6642,0,0.6642,242701.09,142.7011
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-11,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,2.2764,0.0178,0.9,0.0125,0.8875,244855.06,144.8551
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-12,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,8.4261,0.0437,3.3179,0,3.3179,252979.11,152.9791
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-16,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.8398,-0.5625,0.4375,-15.2493,-0.2757,8.4571,0.0305,8.4266,274296.65,174.2966
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-17,train,winter-alpha,adverse-shrunk,adverse-dropped,0,-0.3906,0.6094,0.692,-0.5581,-0.6104,0.0055,-0.6159,272607.25,172.6073
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-18,train,winter-alpha,no-reversion,no-reversion,1,0,1,-4.4674,1.0061,1.0061,0.0125,0.9936,275315.88,175.3159
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-19,train,winter-alpha,missing-kept,missing-kept,1,0.25,0.75,-6.4748,1.3672,-0.5933,0.008,-0.6013,273660.4,173.6604
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-22,train,winter-alpha,adverse-shrunk,adverse-dropped,0,0,1,-5.3846,0.2065,0.2065,0.008,0.1985,274203.62,174.2036
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-23,train,winter-alpha,missing-kept,missing-kept,1,0.25,0.75,2.2358,0.3264,0.8038,0.008,0.7958,276385.73,176.3857
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-24,train,winter-alpha,no-reversion,no-reversion,1,0,1,4.672,0.172,0.172,0.008,0.164,276839.01,176.839
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-25,validation,summer-alpha,,,1,0,1,-2.6505,0.4731,0.4731,0,0.4731,278148.73,178.1487
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-26,train,winter-alpha,missing-kept,missing-kept,1,-0.5625,0.4375,0.199,-0.1644,-0.1839,0.018,-0.2019,277587.15,177.5871
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-29,train,winter-alpha,confirm-scaled,confirm-scaled,1.3193,-0.5625,0.4375,-5.0149,0.7859,3.1647,0,3.1647,286371.95,186.3719
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-30,train,winter-alpha,missing-kept,missing-kept,1,0.25,0.75,1.4114,-0.1929,0.2082,0.026,0.1822,286893.72,186.8937
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-01-31,train,winter-alpha,no-reversion,no-reversion,1,0,1,1.1856,-1.6963,-1.6963,0.008,-1.7043,282004.19,182.0042
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-01,validation,summer-alpha,,,1,0,1,-2.381,1.2986,1.2986,0,1.2986,285666.3,185.6663
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-02,validation,summer-alpha,,,1,0,1,1.4146,1.1616,1.1616,0,1.1616,288984.6,188.9846
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-05,validation,summer-alpha,,,1,0,1,0.1443,-0.3252,-0.3252,0,-0.3252,288044.82,188.0448
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-06,validation,summer-alpha,,,1,0,1,-3.5062,0.2107,0.2107,0,0.2107,288651.73,188.6517
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-07,validation,summer-alpha,,,1,0,1,-2.0906,0.8594,0.8594,0,0.8594,291132.4,191.1324
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-08,validation,summer-alpha,,,1,0,1,-2.5419,0.0935,0.0935,0,0.0935,291404.61,191.4046
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-09,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.7584,0.1896,0.8104,-1.5499,0.6483,0.2315,0.0061,0.2255,292061.73,192.0617
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-12,train,winter-alpha,no-reversion,no-reversion,1,0,1,-5.7143,-0.1143,-0.1143,0.0061,-0.1204,291710.08,191.7101
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-13,train,winter-alpha,adverse-shrunk,adverse-dropped,0,0,1,-4.0198,-1.4401,-1.4401,0,-1.4401,287509.17,187.5092
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-14,train,winter-alpha,no-reversion,no-reversion,1,0,1,-4.0593,0.9824,0.9824,0,0.9824,290333.66,190.3337
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-15,train,winter-alpha,adverse-shrunk,adverse-dropped,0,0,1,-0.5373,0.6006,0.6006,0,0.6006,292077.4,192.0774
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-16,train,winter-alpha,no-reversion,no-reversion,1,0,1,1.2154,-0.5915,-0.5915,0,-0.5915,290349.76,190.3498
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2024-02-20,validation,summer-alpha,,,1,0,1,-2.051,-0.5904,-0.5904,0,-0.5904,288635.54,188.6355
