scenario,date,split,componentVariant,sourceAction,optimizedLiveAction,optimizedLiveScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct,equity,equityPct
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-05,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,-2.8598,0.3996,-0.8735,0,-0.8735,108135.15,8.1352
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-08,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,0.5698,0.7151,0.6583,0,0.6583,108847.01,8.847
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-09,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,-2.644,-0.069,-1.0748,0,-1.0748,107677.12,7.6771
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-10,train,winter-alpha,no-reversion,no-reversion,1,0.3906,0.6094,5.2376,-0.0808,1.9966,0,1.9966,109827,9.827
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-11,train,winter-alpha,confirm-scaled,confirm-scaled,1.375,-0.3437,0.6563,-3.7788,0.2419,1.4577,0.0235,1.4342,111402.14,11.4021
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-12,train,winter-alpha,confirm-scaled,confirm-scaled,1.375,-0.3437,0.6563,2.2031,0.5314,-0.4086,0,-0.4086,110946.95,10.947
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-16,train,winter-alpha,confirm-scaled,confirm-scaled,0.904,-0.226,0.774,4.03,-0.1303,-1.0115,0.0038,-1.0153,109820.51,9.8205
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-17,train,winter-alpha,confirm-scaled,confirm-scaled,0.9172,-0.2293,0.7707,1.8018,-0.0809,-0.4755,0.0001,-0.4756,109298.2,9.2982
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-18,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.612,-0.4967,0.5033,-2.7434,-0.426,1.1482,0.0086,1.1397,110543.87,10.5439
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-19,train,winter-alpha,adverse-shrunk,adverse-shrunk,0.7949,-0.5424,0.4576,1.5469,-0.248,-0.9525,0.0015,-0.954,109489.28,9.4893
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-22,train,winter-alpha,adverse-shrunk,adverse-dropped,0,-0.3437,0.6563,-2.0609,-1.1308,-0.0338,0.0064,-0.0402,109445.27,9.4453
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-23,train,winter-alpha,no-reversion,no-reversion,1,0,1,-2.1958,0.0423,0.0423,0.011,0.0313,109479.53,9.4795
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-24,train,summer-alpha,,,1,0,1,-0.8684,1.0483,1.0483,0,1.0483,110627.2,10.6272
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-25,train,summer-alpha,,,1,0,1,-2.698,-2.6262,-2.6262,0,-2.6262,107721.91,7.7219
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-02-26,train,summer-alpha,,,1,0,1,-0.2161,-0.254,-0.254,0,-0.254,107448.29,7.4483
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-01,train,summer-alpha,,,1,0,1,0.2165,2.4515,2.4515,0,2.4515,110082.39,10.0824
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-02,train,summer-alpha,,,1,0,1,2.2326,-0.9437,-0.9437,0,-0.9437,109043.54,9.0435
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-03,train,winter-alpha,confirm-scaled,confirm-scaled,1.3398,-0.5625,0.4375,-1.3158,-1.6293,0.0273,0.018,0.0093,109053.68,9.0537
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-04,train,winter-alpha,confirm-scaled,confirm-scaled,1.3398,-0.5625,0.4375,-2.2857,-1.3224,0.7072,0,0.7072,109824.91,9.8249
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-05,train,winter-alpha,no-reversion,no-reversion,1,0,1,-1.7544,1.7982,1.7982,0.018,1.7802,111780.01,11.78
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-08,train,summer-alpha,,,1,0,1,-1.3699,-0.9799,-0.9799,0,-0.9799,110684.68,10.6847
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-09,train,summer-alpha,,,1,0,1,-0.0751,1.929,1.929,0,1.929,112819.79,12.8198
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-10,train,summer-alpha,,,1,0,1,1.127,0.4103,0.4103,0,0.4103,113282.69,13.2827
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-11,train,summer-alpha,,,1,0,1,-0.8915,1.3269,1.3269,0,1.3269,114785.84,14.7858
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-12,train,summer-alpha,,,1,0,1,-2.5487,-0.0647,-0.0647,0,-0.0647,114711.57,14.7116
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-15,train,summer-alpha,,,1,0,1,-4.4615,0.6827,0.6827,0,0.6827,115494.71,15.4947
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-16,train,summer-alpha,,,1,0,1,3.1401,0.0153,0.0153,0,0.0153,115512.38,15.5124
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-17,train,summer-alpha,,,1,0,1,-1.3271,0.342,0.342,0,0.342,115907.43,15.9074
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-18,train,summer-alpha,,,1,0,1,-1.8592,-1.7796,-1.7796,0,-1.7796,113844.74,13.8447
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-19,train,summer-alpha,,,1,0,1,2.1765,-0.0628,-0.0628,0,-0.0628,113773.25,13.7732
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-22,train,summer-alpha,,,1,0,1,1.854,0.999,0.999,0,0.999,114909.84,14.9098
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-23,train,winter-alpha,confirm-scaled,confirm-scaled,1.027,-0.5625,0.4375,-2.079,-0.6916,0.8669,0.018,0.8489,115885.31,15.8853
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-24,train,winter-alpha,confirm-scaled,confirm-scaled,1.1097,-0.2774,0.7226,0.3185,-0.7653,-0.6413,0.0091,-0.6505,115131.48,15.1315
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-25,train,winter-alpha,no-reversion,no-reversion,1,0,1,2.0106,0.4156,0.4156,0.0089,0.4067,115599.72,15.5997
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-26,train,summer-alpha,,,1,0,1,-0.5058,1.6114,1.6114,0,1.6114,117462.49,17.4625
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-29,train,summer-alpha,,,1,0,1,1.1341,-0.0914,-0.0914,0,-0.0914,117355.13,17.3551
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-30,train,summer-alpha,,,1,0,1,1.4308,-0.2739,-0.2739,0,-0.2739,117033.69,17.0337
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-03-31,train,summer-alpha,,,1,0,1,-0.5719,0.6286,0.6286,0,0.6286,117769.37,17.7694
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-01,train,summer-alpha,,,1,0,1,1.1886,1.1784,1.1784,0,1.1784,119157.16,19.1572
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-05,train,summer-alpha,,,1,0,1,-4.8503,1.5602,1.5602,0,1.5602,121016.25,21.0163
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-06,train,summer-alpha,,,1,0,1,-2.1904,-0.0751,-0.0751,0,-0.0751,120925.37,20.9254
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-07,train,summer-alpha,,,1,0,1,2.6059,0.1559,0.1559,0,0.1559,121113.89,21.1139
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-08,train,summer-alpha,,,1,0,1,0.0794,0.5965,0.5965,0,0.5965,121836.34,21.8363
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-09,train,summer-alpha,,,1,0,1,0.1586,0.6943,0.6943,0,0.6943,122682.24,22.6822
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-12,train,summer-alpha,,,1,0,1,1.3856,0.0201,0.0201,0,0.0201,122706.9,22.7069
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-13,train,summer-alpha,,,1,0,1,2.2647,0.4461,0.4461,0,0.4461,123254.3,23.2543
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-14,train,summer-alpha,,,1,0,1,-0.0382,-0.5016,-0.5016,0,-0.5016,122636.06,22.6361
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-15,train,summer-alpha,,,1,0,1,1.5279,1.1596,1.1596,0,1.1596,124058.14,24.0581
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-16,train,summer-alpha,,,1,0,1,0.8277,0.316,0.316,0,0.316,124450.17,24.4502
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-19,train,summer-alpha,,,1,0,1,2.5746,-0.5748,-0.5748,0,-0.5748,123734.83,23.7348
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-20,train,summer-alpha,,,1,0,1,-0.8003,-0.7404,-0.7404,0,-0.7404,122818.7,22.8187
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-21,train,summer-alpha,,,1,0,1,-1.2835,0.9179,0.9179,0,0.9179,123946.05,23.946
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-22,train,summer-alpha,,,1,0,1,2.1174,-0.9579,-0.9579,0,-0.9579,122758.77,22.7588
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-23,train,summer-alpha,,,1,0,1,-0.6912,1.0937,1.0937,0,1.0937,124101.38,24.1014
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-26,train,summer-alpha,,,1,0,1,2.1978,0.3024,0.3024,0,0.3024,124476.66,24.4767
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-27,train,summer-alpha,,,1,0,1,2.9749,-0.1262,-0.1262,0,-0.1262,124319.57,24.3196
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-28,train,summer-alpha,,,1,0,1,1.81,-0.1005,-0.1005,0,-0.1005,124194.63,24.1946
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-29,train,summer-alpha,,,1,0,1,-0.4786,0.6115,0.6115,0,0.6115,124954.08,24.9541
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-04-30,train,summer-alpha,,,1,0,1,0.687,-0.6657,-0.6657,0,-0.6657,124122.26,24.1223
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-03,train,summer-alpha,,,1,0,1,1.1941,0.0821,0.0821,0,0.0821,124224.17,24.2242
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-04,train,summer-alpha,,,1,0,1,0.0337,-0.8243,-0.8243,0,-0.8243,123200.19,23.2002
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-05,train,summer-alpha,,,1,0,1,-0.9774,-0.0707,-0.0707,0,-0.0707,123113.09,23.1131
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-06,train,summer-alpha,,,1,0,1,-0.3404,0.8019,0.8019,0,0.8019,124100.33,24.1003
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-07,train,summer-alpha,,,1,0,1,1.0246,0.7442,0.7442,0,0.7442,125023.88,25.0239
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-10,train,summer-alpha,,,1,0,1,-0.879,-1.2913,-1.2913,0,-1.2913,123409.45,23.4095
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-11,train,summer-alpha,,,1,0,1,0.7844,-0.73,-0.73,0,-0.73,122508.56,22.5086
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-12,train,summer-alpha,,,1,0,1,0.4738,-2.2296,-2.2296,0,-2.2296,119777.11,19.7771
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-13,train,summer-alpha,,,1,0,1,0.1347,1.0982,1.0982,0,1.0982,121092.5,21.0925
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-14,train,summer-alpha,,,1,0,1,-0.4036,1.6808,1.6808,0,1.6808,123127.83,23.1278
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-17,train,summer-alpha,,,1,0.4375,0.5625,4.9983,-0.3249,2.004,0.014,1.99,125578.07,25.5781
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-18,train,summer-alpha,,,1,0.4375,0.5625,-3.12,-0.8321,-1.8331,0,-1.8331,123276.1,23.2761
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-19,train,summer-alpha,,,1,0.4375,0.5625,-1.5936,-0.1674,-0.7914,0,-0.7914,122300.49,22.3005
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-20,train,summer-alpha,,,1,0,1,-1.3158,1.2259,1.2259,0.014,1.2119,123782.65,23.7827
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-21,train,summer-alpha,,,1,0,1,-0.6496,-0.1777,-0.1777,0,-0.1777,123562.69,23.5627
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-24,train,summer-alpha,,,1,0,1,-0.6882,1.1498,1.1498,0,1.1498,124983.41,24.9834
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-25,train,summer-alpha,,,1,0,1,0.9356,-0.1301,-0.1301,0,-0.1301,124820.81,24.8208
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-26,train,summer-alpha,,,1,0,1,2.4373,0.2114,0.2114,0,0.2114,125084.68,25.0847
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-27,train,summer-alpha,,,1,0,1,-0.8713,-0.0302,-0.0302,0,-0.0302,125046.91,25.0469
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-05-28,train,summer-alpha,,,1,0,1,0.9466,0.2054,0.2054,0,0.2054,125303.75,25.3038
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-01,train,summer-alpha,,,1,0.4375,0.5625,3.9518,-0.1234,1.6595,0.014,1.6455,127365.62,27.3656
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-02,train,summer-alpha,,,1,0.4375,0.5625,-0.9343,0.1669,-0.3149,0,-0.3149,126964.55,26.9646
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-03,train,summer-alpha,,,1,0.4375,0.5625,-1.1057,-0.5144,-0.7731,0,-0.7731,125982.99,25.983
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-04,train,summer-alpha,,,1,0,1,1.8415,1.0733,1.0733,0.014,1.0593,127317.53,27.3175
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-07,train,summer-alpha,,,1,0,1,-0.8718,-0.0129,-0.0129,0,-0.0129,127301.1,27.3011
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-08,train,summer-alpha,,,1,0,1,1.8893,0.0153,0.0153,0,0.0153,127320.58,27.3206
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-09,train,summer-alpha,,,1,0,1,0.032,-0.1083,-0.1083,0,-0.1083,127182.69,27.1827
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-10,train,summer-alpha,,,1,0,1,0.6392,0.5724,0.5724,0,0.5724,127910.68,27.9107
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-11,train,summer-alpha,,,1,0,1,4.6682,0.189,0.189,0,0.189,128152.44,28.1524
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-14,train,summer-alpha,,,1,0,1,1.699,0.384,0.384,0,0.384,128644.54,28.6445
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-15,train,summer-alpha,,,1,0,1,-3.3413,-0.277,-0.277,0,-0.277,128288.2,28.2882
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-16,train,summer-alpha,,,1,0,1,0.3395,-0.5183,-0.5183,0,-0.5183,127623.28,27.6233
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-17,train,summer-alpha,,,1,0,1,0.0615,0.2237,0.2237,0,0.2237,127908.77,27.9088
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-18,train,summer-alpha,,,1,0,1,-1.1682,-1.224,-1.224,0,-1.224,126343.17,26.3432
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-21,train,summer-alpha,,,1,0,1,-0.7465,1.2484,1.2484,0,1.2484,127920.44,27.9204
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-22,train,summer-alpha,,,1,0,1,2.0997,0.6125,0.6125,0,0.6125,128703.95,28.7039
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-23,train,summer-alpha,,,1,0,1,2.302,-0.0861,-0.0861,0,-0.0861,128593.13,28.5931
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-24,train,summer-alpha,,,1,0,1,2.5503,0.5809,0.5809,0,0.5809,129340.13,29.3401
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-25,train,summer-alpha,,,1,0,1,2.282,0.282,0.282,0,0.282,129704.87,29.7049
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-28,train,summer-alpha,,,1,0,1,3.4611,0.4118,0.4118,0,0.4118,130239,30.239
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-29,train,summer-alpha,,,1,0,1,0.3594,0.0999,0.0999,0,0.0999,130369.1,30.3691
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-06-30,train,summer-alpha,,,1,0,1,0.551,0.0568,0.0568,0,0.0568,130443.15,30.4432
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-01,train,summer-alpha,,,1,0.4375,0.5625,0.3014,0.4513,0.3857,0.014,0.3717,130928.01,30.928
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-02,train,summer-alpha,,,1,0.4375,0.5625,1.0653,0.8335,0.9349,0,0.9349,132152.06,32.1521
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-06,train,summer-alpha,,,1,0.4375,0.5625,-1.7027,-0.0704,-0.7845,0,-0.7845,131115.32,31.1153
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-07,train,summer-alpha,,,1,0,1,-1.1273,0.3146,0.3146,0.014,0.3006,131509.46,31.5095
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-08,train,summer-alpha,,,1,0,1,2.5584,-0.7463,-0.7463,0,-0.7463,130528,30.528
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-09,train,summer-alpha,,,1,0,1,-0.3796,0.9661,0.9661,0,0.9661,131789.03,31.789
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-12,train,summer-alpha,,,1,0,1,2.0414,0.372,0.372,0,0.372,132279.29,32.2793
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-13,train,summer-alpha,,,1,0,1,-1.4137,-0.2721,-0.2721,0,-0.2721,131919.36,31.9194
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-14,train,summer-alpha,,,1,0,1,-0.974,0.1421,0.1421,0,0.1421,132106.81,32.1068
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-15,train,summer-alpha,,,1,0,1,-1.2568,-0.3968,-0.3968,0,-0.3968,131582.61,31.5826
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-16,train,summer-alpha,,,1,0,1,1.6602,-0.7817,-0.7817,0,-0.7817,130554.03,30.554
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-19,train,summer-alpha,,,1,0,1,2.8579,-1.3567,-1.3567,0,-1.3567,128782.81,28.7828
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-20,train,summer-alpha,,,1,0.4375,0.5625,2.5668,1.3608,1.8884,0.014,1.8744,131196.71,31.1967
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-21,train,summer-alpha,,,1,0.4375,0.5625,2.1414,0.8162,1.396,0,1.396,133028.22,33.0282
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-22,train,summer-alpha,,,1,0.4375,0.5625,1.1114,0.3116,0.6615,0,0.6615,133908.2,33.9082
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-23,train,summer-alpha,,,1,0,1,1.4239,1.0199,1.0199,0.014,1.0059,135255.18,35.2552
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2021-07-26,train,summer-alpha,,,1,0,1,1.0345,0.2315,0.2315,0,0.2315,135568.3,35.5683
