candidateId,rank,eligible,trainValidationScore,trainReturnPct,trainVsNonLivePct,trainVsCurrentLivePct,trainSharpe,trainMaxDrawdownPct,validationReturnPct,validationVsNonLivePct,validationVsCurrentLivePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutVsNonLivePct,holdoutVsCurrentLivePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allVsNonLivePct,allVsCurrentLivePct,allSharpe,allMaxDrawdownPct,sameBase,sameDivisor,sameMax,adverseBase,adverseDivisor,adverseMin,adverseMax,adverseDropThresholdF,standaloneMode,neutralScale,missingScale,actionCounts
sb0.75-sd8-sx1.375-ab0.9-ad12-an0-ax0.9-drop4-stkeep-base-n0.85,3460,true,23.2179,196.44,17.7,10.15,1.69,-15.86,69.06,1.71,-1.69,2.59,-9.57,97.62,-4.95,-2.28,2.34,-16.73,890.41,45.44,13.21,2.01,-15.86,0.75,8,1.375,0.9,12,0,0.9,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd8-sx1.375-ab0.9-ad12-an0.25-ax0.9-drop4-stkeep-base-n0.85,3461,true,23.2179,196.44,17.7,10.15,1.69,-15.86,69.06,1.71,-1.69,2.59,-9.57,97.62,-4.95,-2.28,2.34,-16.73,890.41,45.44,13.21,2.01,-15.86,0.75,8,1.375,0.9,12,0.25,0.9,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd8-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop4-stkeep-base-n0.85,3462,true,23.2179,196.44,17.7,10.15,1.69,-15.86,69.06,1.71,-1.69,2.59,-9.57,97.62,-4.95,-2.28,2.34,-16.73,890.41,45.44,13.21,2.01,-15.86,0.75,8,1.375,0.9,12,0.45,0.9,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.9-ad8-an0-ax0.75-dropinf-stkeep-base-n0.85,3463,true,23.2136,195.33,16.59,9.04,1.69,-15.86,69.42,2.07,-1.33,2.59,-9.57,97.69,-4.88,-2.21,2.35,-16.73,889.14,44.17,11.94,2.01,-15.86,0.75,6,1.25,0.9,8,0,0.75,Infinity,keep-base,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.9-ad12-an0-ax0.75-drop6-stkeep-base-n0.85,3464,true,23.2136,195.33,16.59,9.04,1.69,-15.86,69.42,2.07,-1.33,2.59,-9.57,97.82,-4.75,-2.08,2.35,-16.73,889.78,44.81,12.58,2.01,-15.86,0.75,6,1.25,0.9,12,0,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.9-ad12-an0.25-ax0.75-drop6-stkeep-base-n0.85,3465,true,23.2136,195.33,16.59,9.04,1.69,-15.86,69.42,2.07,-1.33,2.59,-9.57,97.82,-4.75,-2.08,2.35,-16.73,889.78,44.81,12.58,2.01,-15.86,0.75,6,1.25,0.9,12,0.25,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.8-ad10-an0.25-ax0.9-dropinf-stadverse-scale-n0.85,3466,true,23.2128,190.93,12.19,4.64,1.66,-15.86,70.7,3.35,-0.05,2.63,-9.57,98.31,-4.26,-1.59,2.36,-16.72,884.85,39.88,7.65,2.01,-15.86,0.75,6,1.25,0.8,10,0.25,0.9,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd10-sx1.25-ab0.9-ad8-an0.25-ax0.75-drop6-stkeep-base-n0.85,3467,true,23.211,196.4,17.66,10.11,1.69,-15.86,69.07,1.72,-1.68,2.59,-9.57,97.68,-4.89,-2.22,2.35,-16.73,890.67,45.7,13.47,2.02,-15.86,0.85,10,1.25,0.9,8,0.25,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.8-ad12-an0-ax0.75-drop6-stkeep-base-n0.85,3468,true,23.2105,195.97,17.23,9.68,1.69,-15.86,69.21,1.86,-1.54,2.59,-9.57,97.18,-5.39,-2.72,2.34,-16.73,887.48,42.51,10.28,2.01,-15.86,0.85,10,1.375,0.8,12,0,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.8-ad12-an0.25-ax0.75-drop6-stkeep-base-n0.85,3469,true,23.2105,195.97,17.23,9.68,1.69,-15.86,69.21,1.86,-1.54,2.59,-9.57,97.18,-5.39,-2.72,2.34,-16.73,887.48,42.51,10.28,2.01,-15.86,0.85,10,1.375,0.8,12,0.25,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.8-ad8-an0-ax0.75-drop4-stkeep-base-n0.85,3470,true,23.2104,195.17,16.43,8.88,1.69,-15.86,69.42,2.07,-1.33,2.6,-9.57,96.98,-5.59,-2.92,2.34,-16.73,885.03,40.06,7.83,2.01,-15.86,0.75,6,1.25,0.8,8,0,0.75,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.8-ad8-an0.25-ax0.75-drop4-stkeep-base-n0.85,3471,true,23.2104,195.17,16.43,8.88,1.69,-15.86,69.42,2.07,-1.33,2.6,-9.57,96.98,-5.59,-2.92,2.34,-16.73,885.03,40.06,7.83,2.01,-15.86,0.75,6,1.25,0.8,8,0.25,0.75,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.8-ad10-an0.25-ax0.75-dropinf-stadverse-scale-n0.85,3472,true,23.2102,191.52,12.78,5.23,1.67,-15.86,70.49,3.14,-0.26,2.63,-9.57,98.09,-4.48,-1.81,2.35,-16.72,884.52,39.55,7.32,2.01,-15.86,0.85,10,1.375,0.8,10,0.25,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd10-sx1.125-ab0.8-ad8-an0-ax0.9-drop6-stadverse-scale-n0.85,3473,true,23.2099,194.46,15.72,8.17,1.69,-15.86,69.6,2.25,-1.15,2.61,-9.57,97.3,-5.27,-2.6,2.35,-16.72,885.34,40.37,8.14,2.02,-15.86,0.75,10,1.125,0.8,8,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad12-an0.25-ax0.75-dropinf-stadverse-scale-n0.85,3474,true,23.2088,191.61,12.87,5.32,1.67,-15.86,70.46,3.11,-0.29,2.63,-9.57,98.25,-4.32,-1.65,2.36,-16.72,885.5,40.53,8.3,2.01,-15.86,0.85,10,1.375,0.8,12,0.25,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd10-sx1.375-ab0.9-ad12-an0.45-ax0.75-drop6-stkeep-base-n0.85,3475,true,23.2028,195.96,17.22,9.67,1.69,-15.86,69.21,1.86,-1.54,2.59,-9.57,97.63,-4.94,-2.27,2.34,-16.73,889.69,44.72,12.49,2.01,-15.86,0.85,10,1.375,0.9,12,0.45,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd10-sx1.125-ab0.9-ad8-an0-ax0.9-dropinf-stadverse-scale-n0.85,3476,true,23.2019,194.91,16.17,8.62,1.69,-15.86,69.45,2.1,-1.3,2.61,-9.57,98.01,-4.56,-1.89,2.35,-16.72,889.51,44.54,12.31,2.02,-15.86,0.75,10,1.125,0.9,8,0,0.9,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd10-sx1.25-ab0.8-ad12-an0-ax0.9-drop6-stdrop-n0.85,3477,true,23.2011,193.27,14.53,6.98,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.69,-4.88,-2.21,2.35,-16.72,885.32,40.35,8.12,2.01,-15.86,0.75,10,1.25,0.8,12,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.8-ad12-an0.25-ax0.9-drop6-stdrop-n0.85,3478,true,23.2011,193.27,14.53,6.98,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.69,-4.88,-2.21,2.35,-16.72,885.32,40.35,8.12,2.01,-15.86,0.75,10,1.25,0.8,12,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.125-ab0.8-ad10-an0-ax0.75-dropinf-stadverse-scale-n0.85,3479,true,23.1927,194.09,15.35,7.8,1.68,-15.86,69.73,2.38,-1.02,2.61,-9.57,98.13,-4.44,-1.77,2.36,-16.72,888.99,44.02,11.79,2.02,-15.86,0.85,10,1.125,0.8,10,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd10-sx1.125-ab0.8-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,3480,true,23.1923,194.56,15.82,8.27,1.69,-15.86,69.56,2.21,-1.19,2.61,-9.57,97.6,-4.97,-2.3,2.35,-16.72,886.92,41.95,9.72,2.02,-15.86,0.75,10,1.125,0.8,10,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd10-sx1.125-ab0.8-ad10-an0.25-ax0.9-drop4-stadverse-scale-n0.85,3481,true,23.1923,194.56,15.82,8.27,1.69,-15.86,69.56,2.21,-1.19,2.61,-9.57,97.6,-4.97,-2.3,2.35,-16.72,886.92,41.95,9.72,2.02,-15.86,0.75,10,1.125,0.8,10,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.75-dropinf-stdrop-n0.85,3482,true,23.1904,186.73,7.99,0.44,1.64,-15.86,71.94,4.59,1.19,2.66,-9.57,99.69,-2.88,-0.21,2.38,-16.72,884.53,39.56,7.33,2.01,-15.86,0.75,6,1.375,0.9,12,0.45,0.75,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.25-ab0.9-ad12-an0.45-ax0.75-dropinf-stdrop-n0.85,3483,true,23.1904,188.4,9.66,2.11,1.65,-15.86,71.43,4.08,0.68,2.65,-9.57,100.15,-2.42,0.25,2.38,-16.72,889.54,44.57,12.34,2.01,-15.86,0.85,6,1.25,0.9,12,0.45,0.75,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.125-ab0.9-ad10-an0-ax0.75-drop4-stdrop-n0.85,3484,true,23.1887,193.96,15.22,7.67,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.47,-4.1,-1.43,2.36,-16.72,890.25,45.28,13.05,2.02,-15.86,0.75,10,1.125,0.9,10,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.125-ab0.9-ad10-an0.25-ax0.75-drop4-stdrop-n0.85,3485,true,23.1887,193.96,15.22,7.67,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.47,-4.1,-1.43,2.36,-16.72,890.25,45.28,13.05,2.02,-15.86,0.75,10,1.125,0.9,10,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.125-ab0.9-ad10-an0.45-ax0.75-drop4-stdrop-n0.85,3486,true,23.1887,193.96,15.22,7.67,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.47,-4.1,-1.43,2.36,-16.72,890.25,45.28,13.05,2.02,-15.86,0.75,10,1.125,0.9,10,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd8-sx1.125-ab0.8-ad12-an0.45-ax0.75-drop6-stadverse-scale-n0.85,3487,true,23.1862,193.68,14.94,7.39,1.68,-15.86,69.81,2.46,-0.94,2.62,-9.57,97.72,-4.85,-2.18,2.35,-16.72,885.99,41.02,8.79,2.02,-15.86,0.75,8,1.125,0.8,12,0.45,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd8-sx1.125-ab0.9-ad10-an0.25-ax0.9-dropinf-stdrop-n0.85,3488,true,23.181,192.28,13.54,5.99,1.67,-15.86,70.23,2.88,-0.52,2.63,-9.57,99.6,-2.97,-0.3,2.38,-16.72,893.07,48.1,15.87,2.02,-15.86,0.85,8,1.125,0.9,10,0.25,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.8-ad8-an0-ax0.75-dropinf-stkeep-base-n0.85,3489,true,23.18,196.33,17.59,10.04,1.69,-15.86,69.08,1.73,-1.67,2.59,-9.57,97.06,-5.51,-2.84,2.34,-16.73,887.3,42.33,10.1,2.01,-15.86,0.85,10,1.25,0.8,8,0,0.75,Infinity,keep-base,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd10-sx1.25-ab0.8-ad10-an0-ax0.75-drop6-stdrop-n0.85,3490,true,23.178,193.24,14.5,6.95,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.52,-5.05,-2.38,2.35,-16.72,884.36,39.39,7.16,2.01,-15.86,0.75,10,1.25,0.8,10,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.8-ad10-an0.45-ax0.75-drop4-stdrop-n0.85,3491,true,23.178,193.24,14.5,6.95,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.6,-4.97,-2.3,2.35,-16.72,884.75,39.78,7.55,2.01,-15.86,0.75,10,1.25,0.8,10,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.375-ab0.9-ad8-an0-ax0.75-dropinf-stadverse-scale-n0.85,3492,true,23.1763,194.07,15.33,7.78,1.68,-15.86,69.73,2.38,-1.02,2.61,-9.57,97.31,-5.26,-2.59,2.34,-16.72,884.8,39.83,7.6,2.01,-15.86,0.75,10,1.375,0.9,8,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd10-sx1.125-ab0.9-ad12-an0-ax0.9-drop6-stdrop-n0.85,3493,true,23.1733,193.94,15.2,7.65,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.55,-4.02,-1.35,2.36,-16.72,890.5,45.53,13.3,2.02,-15.86,0.75,10,1.125,0.9,12,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.125-ab0.9-ad12-an0.25-ax0.9-drop6-stdrop-n0.85,3494,true,23.1733,193.94,15.2,7.65,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.55,-4.02,-1.35,2.36,-16.72,890.5,45.53,13.3,2.02,-15.86,0.75,10,1.125,0.9,12,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.8-ad8-an0-ax0.75-drop4-stkeep-base-n0.85,3495,true,23.172,195.92,17.18,9.63,1.69,-15.86,69.21,1.86,-1.54,2.59,-9.57,96.79,-5.78,-3.11,2.33,-16.73,885.34,40.37,8.14,2.01,-15.86,0.85,10,1.375,0.8,8,0,0.75,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.8-ad8-an0.25-ax0.75-drop4-stkeep-base-n0.85,3496,true,23.172,195.92,17.18,9.63,1.69,-15.86,69.21,1.86,-1.54,2.59,-9.57,96.79,-5.78,-3.11,2.33,-16.73,885.34,40.37,8.14,2.01,-15.86,0.85,10,1.375,0.8,8,0.25,0.75,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd10-sx1.375-ab0.8-ad8-an0.45-ax0.9-drop4-stadverse-scale-n0.85,3497,true,23.1708,193.66,14.92,7.37,1.68,-15.86,69.81,2.46,-0.94,2.62,-9.57,96.77,-5.8,-3.13,2.33,-16.72,881.25,36.28,4.05,2.01,-15.86,0.75,10,1.375,0.8,8,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd10-sx1.25-ab0.9-ad8-an0-ax0.75-dropinf-stdrop-n0.85,3498,true,23.1703,193.23,14.49,6.94,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,98.01,-4.56,-1.89,2.35,-16.72,886.76,41.79,9.56,2.02,-15.86,0.75,10,1.25,0.9,8,0,0.75,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.9-ad12-an0-ax0.75-drop6-stdrop-n0.85,3499,true,23.1703,193.23,14.49,6.94,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,98.13,-4.44,-1.77,2.35,-16.72,887.41,42.44,10.21,2.01,-15.86,0.75,10,1.25,0.9,12,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.9-ad12-an0.25-ax0.75-drop6-stdrop-n0.85,3500,true,23.1703,193.23,14.49,6.94,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,98.13,-4.44,-1.77,2.35,-16.72,887.41,42.44,10.21,2.01,-15.86,0.75,10,1.25,0.9,12,0.25,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.8-ad8-an0.45-ax0.75-drop4-stadverse-scale-n0.85,3501,true,23.1609,193.77,15.03,7.48,1.68,-15.86,69.77,2.42,-0.98,2.62,-9.57,97.05,-5.52,-2.85,2.34,-16.72,882.74,37.77,5.54,2.01,-15.86,0.75,10,1.25,0.8,8,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd10-sx1.125-ab0.9-ad10-an0-ax0.75-drop6-stadverse-scale-n0.85,3502,true,23.1593,194.64,15.9,8.35,1.69,-15.86,69.52,2.17,-1.23,2.61,-9.57,98.01,-4.56,-1.89,2.35,-16.72,888.99,44.02,11.79,2.02,-15.86,0.75,10,1.125,0.9,10,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd10-sx1.125-ab0.9-ad10-an0.25-ax0.75-drop6-stadverse-scale-n0.85,3503,true,23.1593,194.64,15.9,8.35,1.69,-15.86,69.52,2.17,-1.23,2.61,-9.57,98.01,-4.56,-1.89,2.35,-16.72,888.99,44.02,11.79,2.02,-15.86,0.75,10,1.125,0.9,10,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd10-sx1.375-ab0.8-ad10-an0.25-ax0.9-drop6-stdrop-n0.85,3504,true,23.1579,193.06,14.32,6.77,1.68,-15.86,70,2.65,-0.75,2.62,-9.57,97.21,-5.36,-2.69,2.34,-16.72,882.48,37.51,5.28,2.01,-15.86,0.75,10,1.375,0.8,10,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.9-ad12-an0.25-ax0.9-dropinf-stdrop-n0.85,3505,true,23.1568,190.21,11.47,3.92,1.66,-15.86,70.86,3.51,0.11,2.64,-9.57,99.7,-2.87,-0.2,2.38,-16.72,890.21,45.24,13.01,2.01,-15.86,0.85,10,1.25,0.9,12,0.25,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.125-ab0.8-ad8-an0-ax0.75-dropinf-stadverse-scale-n0.85,3506,true,23.156,194.39,15.65,8.1,1.69,-15.86,69.6,2.25,-1.15,2.61,-9.57,97.28,-5.29,-2.62,2.35,-16.72,884.99,40.02,7.79,2.02,-15.86,0.75,10,1.125,0.8,8,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd10-sx1.25-ab0.8-ad8-an0-ax0.9-drop4-stdrop-n0.85,3507,true,23.1549,193.21,14.47,6.92,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.29,-5.28,-2.61,2.35,-16.72,883.13,38.16,5.93,2.01,-15.86,0.75,10,1.25,0.8,8,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.25-ab0.8-ad8-an0.25-ax0.9-drop4-stdrop-n0.85,3508,true,23.1549,193.21,14.47,6.92,1.68,-15.86,69.95,2.6,-0.8,2.62,-9.57,97.29,-5.28,-2.61,2.35,-16.72,883.13,38.16,5.93,2.01,-15.86,0.75,10,1.25,0.8,8,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.9-ad10-an0-ax0.75-drop6-stkeep-base-n0.85,3509,true,23.1494,196.32,17.58,10.03,1.69,-15.86,69.07,1.72,-1.68,2.59,-9.57,97.9,-4.67,-2,2.35,-16.73,891.5,46.53,14.3,2.02,-15.86,0.85,10,1.25,0.9,10,0,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.25-ab0.9-ad10-an0.25-ax0.75-drop6-stkeep-base-n0.85,3510,true,23.1494,196.32,17.58,10.03,1.69,-15.86,69.07,1.72,-1.68,2.59,-9.57,97.9,-4.67,-2,2.35,-16.73,891.5,46.53,14.3,2.02,-15.86,0.85,10,1.25,0.9,10,0.25,0.75,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd6-sx1.25-ab0.8-ad8-an0.45-ax0.9-drop4-stkeep-base-n0.85,3511,true,23.1488,195.09,16.35,8.8,1.69,-15.86,69.42,2.07,-1.33,2.6,-9.57,96.95,-5.62,-2.95,2.34,-16.73,884.61,39.64,7.41,2.01,-15.86,0.75,6,1.25,0.8,8,0.45,0.9,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.75-sd10-sx1.125-ab0.9-ad8-an0-ax0.75-drop6-stdrop-n0.85,3512,true,23.1348,193.89,15.15,7.6,1.68,-15.86,69.72,2.37,-1.03,2.62,-9.57,98.19,-4.38,-1.71,2.36,-16.72,888.59,43.62,11.39,2.02,-15.86,0.75,10,1.125,0.9,8,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.375-ab0.8-ad12-an0-ax0.9-drop6-stdrop-n0.85,3513,true,23.1348,193.03,14.29,6.74,1.68,-15.86,70,2.65,-0.75,2.62,-9.57,97.38,-5.19,-2.52,2.34,-16.72,883.23,38.26,6.03,2.01,-15.86,0.75,10,1.375,0.8,12,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd10-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop6-stdrop-n0.85,3514,true,23.1348,193.03,14.29,6.74,1.68,-15.86,70,2.65,-0.75,2.62,-9.57,97.38,-5.19,-2.52,2.34,-16.72,883.23,38.26,6.03,2.01,-15.86,0.75,10,1.375,0.8,12,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
